City,Month,Year,CPI
KOTA SAMARINDA,juli,2013,156.87
KOTA TARAKAN,juli,2013,174.33
KOTA MANADO,juli,2013,141.56
KOTA PALU,juli,2013,149.44
BULUKUMBA,juli,2013,0.0
WATAMPONE,juli,2013,155.63
KOTA MAKASSAR,juli,2013,142.33
KOTA PARE-PARE,juli,2013,142.91
KOTA PALOPO,juli,2013,148.56
KOTA KENDARI,juli,2013,151.15
KOTA BAU-BAU,juli,2013,0.0
KOTA GORONTALO,juli,2013,144.86
MAMUJU,juli,2013,144.19
KOTA AMBON,juli,2013,150.28
KOTA TUAL,juli,2013,0.0
KOTA TERNATE,juli,2013,147.05
MANOKWARI,juli,2013,157.52
KOTA SORONG,juli,2013,167.49
MERAUKE,juli,2013,0.0
KOTA JAYAPURA,juli,2013,139.66
KOTA MEULABOH,agustus,2013,0.0
KOTA BANDA ACEH,agustus,2013,135.12
KOTA LHOKSEUMAWE,agustus,2013,144.25
KOTA SIBOLGA,agustus,2013,153.25
KOTA PEMATANG SIANTAR,agustus,2013,150.96
KOTA MEDAN,agustus,2013,146.35
KOTA PADANGSIDIMPUAN,agustus,2013,146.79
KOTA PADANG,agustus,2013,152.59
KOTA BUKITTINGGI,agustus,2013,0.0
TEMBILAHAN,agustus,2013,0.0
KOTA PEKANBARU,agustus,2013,142.81
KOTA DUMAI,agustus,2013,147.01
BUNGO,agustus,2013,0.0
KOTA JAMBI,agustus,2013,151.1
KOTA PALEMBANG,agustus,2013,142.31
KOTA LUBUKLINGGAU,agustus,2013,0.0
KOTA BENGKULU,agustus,2013,155.0
KOTA BANDAR LAMPUNG,agustus,2013,157.33
KOTA METRO,agustus,2013,0.0
TANJUNG PANDAN,agustus,2013,0.0
KOTA PANGKAL PINANG,agustus,2013,162.47
KOTA BATAM,agustus,2013,134.96
KOTA TANJUNG PINANG,agustus,2013,145.45
DKI JAKARTA,agustus,2013,142.7
KOTA BOGOR,agustus,2013,147.72
KOTA SUKABUMI,agustus,2013,145.3
KOTA BANDUNG,agustus,2013,139.46
KOTA CIREBON,agustus,2013,150.49
KOTA BEKASI,agustus,2013,146.94
KOTA DEPOK,agustus,2013,147.81
KOTA TASIKMALAYA,agustus,2013,146.07
CILACAP,agustus,2013,0.0
PURWOKERTO,agustus,2013,144.75
KUDUS,agustus,2013,0.0
KOTA SURAKARTA,agustus,2013,135.24
KOTA SEMARANG,agustus,2013,145.11
KOTA TEGAL,agustus,2013,142.35
KOTA YOGYAKARTA,agustus,2013,144.58
JEMBER,agustus,2013,145.18
BANYUWANGI,agustus,2013,0.0
SUMENEP,agustus,2013,143.66
KOTA KEDIRI,agustus,2013,144.87
KOTA MALANG,agustus,2013,146.13
KOTA PROBOLINGGO,agustus,2013,151.21
KOTA MADIUN,agustus,2013,148.55
KOTA SURABAYA,agustus,2013,144.22
KOTA TANGERANG,agustus,2013,149.71
KOTA CILEGON,agustus,2013,144.98
KOTA SERANG,agustus,2013,152.75
SINGARAJA,agustus,2013,0.0
KOTA DENPASAR,agustus,2013,146.42
KOTA MATARAM,agustus,2013,160.8
KOTA BIMA,agustus,2013,162.35
MAUMERE,agustus,2013,164.99
KOTA KUPANG,agustus,2013,157.37
KOTA PONTIANAK,agustus,2013,159.63
KOTA SINGKAWANG,agustus,2013,147.82
SAMPIT,agustus,2013,148.8
KOTA PALANGKA RAYA,agustus,2013,153.85
TANJUNG,agustus,2013,0.0
KOTA BANJARMASIN,agustus,2013,151.93
KOTA BALIKPAPAN,agustus,2013,156.95
KOTA SAMARINDA,agustus,2013,160.35
KOTA TARAKAN,agustus,2013,177.19
KOTA MANADO,agustus,2013,144.78
KOTA PALU,agustus,2013,152.58
BULUKUMBA,agustus,2013,0.0
WATAMPONE,agustus,2013,158.64
KOTA MAKASSAR,agustus,2013,144.43
KOTA PARE-PARE,agustus,2013,146.07
KOTA PALOPO,agustus,2013,151.47
KOTA KENDARI,agustus,2013,152.57
KOTA BAU-BAU,agustus,2013,0.0
KOTA GORONTALO,agustus,2013,147.6
MAMUJU,agustus,2013,146.01
KOTA AMBON,agustus,2013,157.48
KOTA TUAL,agustus,2013,0.0
KOTA TERNATE,agustus,2013,152.43
MANOKWARI,agustus,2013,159.98
KOTA SORONG,agustus,2013,178.32
MERAUKE,agustus,2013,0.0
KOTA JAYAPURA,agustus,2013,141.77
KOTA MEULABOH,september,2013,0.0
KOTA BANDA ACEH,september,2013,134.31
KOTA LHOKSEUMAWE,september,2013,142.88
KOTA SIBOLGA,september,2013,151.73
KOTA PEMATANG SIANTAR,september,2013,152.06
KOTA MEDAN,september,2013,146.53
KOTA PADANGSIDIMPUAN,september,2013,145.8
KOTA PADANG,september,2013,152.67
KOTA BUKITTINGGI,september,2013,0.0
TEMBILAHAN,september,2013,0.0
KOTA PEKANBARU,september,2013,143.15
KOTA DUMAI,september,2013,147.48
BUNGO,september,2013,0.0
KOTA JAMBI,september,2013,149.71
KOTA PALEMBANG,september,2013,141.68
KOTA LUBUKLINGGAU,september,2013,0.0
KOTA BENGKULU,september,2013,155.51
KOTA BANDAR LAMPUNG,september,2013,157.69
KOTA METRO,september,2013,0.0
TANJUNG PANDAN,september,2013,0.0
KOTA PANGKAL PINANG,september,2013,161.02
KOTA BATAM,september,2013,135.67
KOTA TANJUNG PINANG,september,2013,147.92
DKI JAKARTA,september,2013,143.0
KOTA BOGOR,september,2013,146.67
KOTA SUKABUMI,september,2013,145.36
KOTA BANDUNG,september,2013,138.78
KOTA CIREBON,september,2013,149.64
KOTA BEKASI,september,2013,145.17
KOTA DEPOK,september,2013,146.97
KOTA TASIKMALAYA,september,2013,146.01
CILACAP,september,2013,0.0
PURWOKERTO,september,2013,143.72
KUDUS,september,2013,0.0
KOTA SURAKARTA,september,2013,133.41
KOTA SEMARANG,september,2013,144.22
KOTA TEGAL,september,2013,142.14
KOTA YOGYAKARTA,september,2013,144.24
JEMBER,september,2013,144.83
BANYUWANGI,september,2013,0.0
SUMENEP,september,2013,141.59
KOTA KEDIRI,september,2013,144.47
KOTA MALANG,september,2013,145.3
KOTA PROBOLINGGO,september,2013,150.45
KOTA MADIUN,september,2013,147.43
KOTA SURABAYA,september,2013,144.19
KOTA TANGERANG,september,2013,148.82
KOTA CILEGON,september,2013,144.25
KOTA SERANG,september,2013,152.16
SINGARAJA,september,2013,0.0
KOTA DENPASAR,september,2013,145.76
KOTA MATARAM,september,2013,158.37
KOTA BIMA,september,2013,160.49
MAUMERE,september,2013,162.4
KOTA KUPANG,september,2013,155.92
KOTA PONTIANAK,september,2013,158.43
KOTA SINGKAWANG,september,2013,147.88
SAMPIT,september,2013,146.6
KOTA PALANGKA RAYA,september,2013,151.85
TANJUNG,september,2013,0.0
KOTA BANJARMASIN,september,2013,151.02
KOTA BALIKPAPAN,september,2013,154.86
KOTA SAMARINDA,september,2013,159.27
KOTA TARAKAN,september,2013,176.53
KOTA MANADO,september,2013,141.74
KOTA PALU,september,2013,151.43
BULUKUMBA,september,2013,0.0
WATAMPONE,september,2013,159.23
KOTA MAKASSAR,september,2013,144.29
KOTA PARE-PARE,september,2013,144.44
KOTA PALOPO,september,2013,150.25
KOTA KENDARI,september,2013,151.32
KOTA BAU-BAU,september,2013,0.0
KOTA GORONTALO,september,2013,142.53
MAMUJU,september,2013,145.62
KOTA AMBON,september,2013,156.03
KOTA TUAL,september,2013,0.0
KOTA TERNATE,september,2013,148.78
MANOKWARI,september,2013,155.23
KOTA SORONG,september,2013,170.68
MERAUKE,september,2013,0.0
KOTA JAYAPURA,september,2013,140.15
KOTA MEULABOH,oktober,2013,0.0
KOTA BANDA ACEH,oktober,2013,134.54
KOTA LHOKSEUMAWE,oktober,2013,143.8
KOTA SIBOLGA,oktober,2013,153.62
KOTA PEMATANG SIANTAR,oktober,2013,152.78
KOTA MEDAN,oktober,2013,147.99
KOTA PADANGSIDIMPUAN,oktober,2013,146.94
KOTA PADANG,oktober,2013,153.71
KOTA BUKITTINGGI,oktober,2013,0.0
TEMBILAHAN,oktober,2013,0.0
KOTA PEKANBARU,oktober,2013,144.29
KOTA DUMAI,oktober,2013,149.21
BUNGO,oktober,2013,0.0
KOTA JAMBI,oktober,2013,151.01
KOTA PALEMBANG,oktober,2013,142.86
KOTA LUBUKLINGGAU,oktober,2013,0.0
KOTA BENGKULU,oktober,2013,155.99
KOTA BANDAR LAMPUNG,oktober,2013,158.47
KOTA METRO,oktober,2013,0.0
TANJUNG PANDAN,oktober,2013,0.0
KOTA PANGKAL PINANG,oktober,2013,161.25
KOTA BATAM,oktober,2013,136.04
KOTA TANJUNG PINANG,oktober,2013,147.49
DKI JAKARTA,oktober,2013,142.95
KOTA BOGOR,oktober,2013,146.86
KOTA SUKABUMI,oktober,2013,145.65
KOTA BANDUNG,oktober,2013,138.7
KOTA CIREBON,oktober,2013,149.46
KOTA BEKASI,oktober,2013,144.95
KOTA DEPOK,oktober,2013,147.15
KOTA TASIKMALAYA,oktober,2013,146.34
CILACAP,oktober,2013,0.0
PURWOKERTO,oktober,2013,144.98
KUDUS,oktober,2013,0.0
KOTA SURAKARTA,oktober,2013,133.94
KOTA SEMARANG,oktober,2013,144.39
KOTA TEGAL,oktober,2013,141.86
KOTA YOGYAKARTA,oktober,2013,145.12
JEMBER,oktober,2013,144.66
BANYUWANGI,oktober,2013,0.0
SUMENEP,oktober,2013,142.36
KOTA KEDIRI,oktober,2013,144.32
KOTA MALANG,oktober,2013,145.53
KOTA PROBOLINGGO,oktober,2013,150.23
KOTA MADIUN,oktober,2013,147.73
KOTA SURABAYA,oktober,2013,143.96
KOTA TANGERANG,oktober,2013,149.05
KOTA CILEGON,oktober,2013,144.33
KOTA SERANG,oktober,2013,152.41
SINGARAJA,oktober,2013,0.0
KOTA DENPASAR,oktober,2013,145.39
KOTA MATARAM,oktober,2013,159.35
KOTA BIMA,oktober,2013,160.09
MAUMERE,oktober,2013,162.12
KOTA KUPANG,oktober,2013,154.87
KOTA PONTIANAK,oktober,2013,159.59
KOTA SINGKAWANG,oktober,2013,148.11
SAMPIT,oktober,2013,146.12
KOTA PALANGKA RAYA,oktober,2013,151.47
TANJUNG,oktober,2013,0.0
KOTA BANJARMASIN,oktober,2013,150.69
KOTA BALIKPAPAN,oktober,2013,155.04
KOTA SAMARINDA,oktober,2013,159.33
KOTA TARAKAN,oktober,2013,177.51
KOTA MANADO,oktober,2013,140.18
KOTA PALU,oktober,2013,150.38
BULUKUMBA,oktober,2013,0.0
WATAMPONE,oktober,2013,159.2
KOTA MAKASSAR,oktober,2013,143.22
KOTA PARE-PARE,oktober,2013,142.36
KOTA PALOPO,oktober,2013,149.76
KOTA KENDARI,oktober,2013,149.52
KOTA BAU-BAU,oktober,2013,0.0
KOTA GORONTALO,oktober,2013,143.29
MAMUJU,oktober,2013,146.15
KOTA AMBON,oktober,2013,150.07
KOTA TUAL,oktober,2013,0.0
KOTA TERNATE,oktober,2013,149.44
MANOKWARI,oktober,2013,154.92
KOTA SORONG,oktober,2013,166.1
MERAUKE,oktober,2013,0.0
KOTA JAYAPURA,oktober,2013,140.79
KOTA MEULABOH,november,2013,0.0
KOTA BANDA ACEH,november,2013,134.37
KOTA LHOKSEUMAWE,november,2013,144.74
KOTA SIBOLGA,november,2013,153.66
KOTA PEMATANG SIANTAR,november,2013,154.9
KOTA MEDAN,november,2013,148.89
KOTA PADANGSIDIMPUAN,november,2013,148.4
KOTA PADANG,november,2013,154.31
KOTA BUKITTINGGI,november,2013,0.0
TEMBILAHAN,november,2013,0.0
KOTA PEKANBARU,november,2013,144.94
KOTA DUMAI,november,2013,149.88
BUNGO,november,2013,0.0
KOTA JAMBI,november,2013,150.68
KOTA PALEMBANG,november,2013,142.79
KOTA LUBUKLINGGAU,november,2013,0.0
KOTA BENGKULU,november,2013,155.96
KOTA BANDAR LAMPUNG,november,2013,158.01
KOTA METRO,november,2013,0.0
TANJUNG PANDAN,november,2013,0.0
KOTA PANGKAL PINANG,november,2013,159.83
KOTA BATAM,november,2013,136.89
KOTA TANJUNG PINANG,november,2013,147.64
DKI JAKARTA,november,2013,143.15
KOTA BOGOR,november,2013,146.24
KOTA SUKABUMI,november,2013,145.4
KOTA BANDUNG,november,2013,138.37
KOTA CIREBON,november,2013,149.53
KOTA BEKASI,november,2013,144.77
KOTA DEPOK,november,2013,147.3
KOTA TASIKMALAYA,november,2013,146.17
CILACAP,november,2013,0.0
PURWOKERTO,november,2013,145.04
KUDUS,november,2013,0.0
KOTA SURAKARTA,november,2013,134.34
KOTA SEMARANG,november,2013,144.99
KOTA TEGAL,november,2013,141.65
KOTA YOGYAKARTA,november,2013,145.41
JEMBER,november,2013,144.33
BANYUWANGI,november,2013,0.0
SUMENEP,november,2013,141.82
KOTA KEDIRI,november,2013,144.92
KOTA MALANG,november,2013,145.86
KOTA PROBOLINGGO,november,2013,150.41
KOTA MADIUN,november,2013,147.59
KOTA SURABAYA,november,2013,144.32
KOTA TANGERANG,november,2013,149.86
KOTA CILEGON,november,2013,144.1
KOTA SERANG,november,2013,151.69
SINGARAJA,november,2013,0.0
KOTA DENPASAR,november,2013,145.92
KOTA MATARAM,november,2013,159.4
KOTA BIMA,november,2013,161.51
MAUMERE,november,2013,164.61
KOTA KUPANG,november,2013,155.8
KOTA PONTIANAK,november,2013,158.23
KOTA SINGKAWANG,november,2013,148.18
SAMPIT,november,2013,145.93
KOTA PALANGKA RAYA,november,2013,152.04
TANJUNG,november,2013,0.0
KOTA BANJARMASIN,november,2013,151.62
KOTA BALIKPAPAN,november,2013,154.52
KOTA SAMARINDA,november,2013,159.5
KOTA TARAKAN,november,2013,175.42
KOTA MANADO,november,2013,140.8
KOTA PALU,november,2013,151.39
BULUKUMBA,november,2013,0.0
WATAMPONE,november,2013,158.86
KOTA MAKASSAR,november,2013,142.13
KOTA PARE-PARE,november,2013,142.16
KOTA PALOPO,november,2013,148.91
KOTA KENDARI,november,2013,149.58
KOTA BAU-BAU,november,2013,0.0
KOTA GORONTALO,november,2013,145.22
MAMUJU,november,2013,146.03
KOTA AMBON,november,2013,150.86
KOTA TUAL,november,2013,0.0
KOTA TERNATE,november,2013,149.0
MANOKWARI,november,2013,156.58
KOTA SORONG,november,2013,163.95
MERAUKE,november,2013,0.0
KOTA JAYAPURA,november,2013,141.58
KOTA MEULABOH,desember,2013,0.0
KOTA BANDA ACEH,desember,2013,135.32
KOTA LHOKSEUMAWE,desember,2013,144.56
KOTA SIBOLGA,desember,2013,154.82
KOTA PEMATANG SIANTAR,desember,2013,155.85
KOTA MEDAN,desember,2013,148.79
KOTA PADANGSIDIMPUAN,desember,2013,147.74
KOTA PADANG,desember,2013,155.39
KOTA BUKITTINGGI,desember,2013,0.0
TEMBILAHAN,desember,2013,0.0
KOTA PEKANBARU,desember,2013,145.49
KOTA DUMAI,desember,2013,150.17
BUNGO,desember,2013,0.0
KOTA JAMBI,desember,2013,151.28
KOTA PALEMBANG,desember,2013,142.84
KOTA LUBUKLINGGAU,desember,2013,0.0
KOTA BENGKULU,desember,2013,156.5
KOTA BANDAR LAMPUNG,desember,2013,158.44
KOTA METRO,desember,2013,0.0
TANJUNG PANDAN,desember,2013,0.0
KOTA PANGKAL PINANG,desember,2013,161.83
KOTA BATAM,desember,2013,137.8
KOTA TANJUNG PINANG,desember,2013,148.56
DKI JAKARTA,desember,2013,144.27
KOTA BOGOR,desember,2013,146.71
KOTA SUKABUMI,desember,2013,146.07
KOTA BANDUNG,desember,2013,138.82
KOTA CIREBON,desember,2013,149.78
KOTA BEKASI,desember,2013,145.2
KOTA DEPOK,desember,2013,148.18
KOTA TASIKMALAYA,desember,2013,146.33
CILACAP,desember,2013,0.0
PURWOKERTO,desember,2013,145.46
KUDUS,desember,2013,0.0
KOTA SURAKARTA,desember,2013,134.81
KOTA SEMARANG,desember,2013,145.29
KOTA TEGAL,desember,2013,142.05
KOTA YOGYAKARTA,desember,2013,145.65
JEMBER,desember,2013,145.66
BANYUWANGI,desember,2013,0.0
SUMENEP,desember,2013,142.26
KOTA KEDIRI,desember,2013,145.44
KOTA MALANG,desember,2013,146.64
KOTA PROBOLINGGO,desember,2013,151.77
KOTA MADIUN,desember,2013,148.57
KOTA SURABAYA,desember,2013,145.19
KOTA TANGERANG,desember,2013,149.92
KOTA CILEGON,desember,2013,144.59
KOTA SERANG,desember,2013,152.11
SINGARAJA,desember,2013,0.0
KOTA DENPASAR,desember,2013,146.64
KOTA MATARAM,desember,2013,160.63
KOTA BIMA,desember,2013,161.42
MAUMERE,desember,2013,164.85
KOTA KUPANG,desember,2013,158.28
KOTA PONTIANAK,desember,2013,160.18
KOTA SINGKAWANG,desember,2013,149.05
SAMPIT,desember,2013,147.44
KOTA PALANGKA RAYA,desember,2013,154.28
TANJUNG,desember,2013,0.0
KOTA BANJARMASIN,desember,2013,153.49
KOTA BALIKPAPAN,desember,2013,156.54
KOTA SAMARINDA,desember,2013,159.89
KOTA TARAKAN,desember,2013,176.52
KOTA MANADO,desember,2013,144.59
KOTA PALU,desember,2013,153.12
BULUKUMBA,desember,2013,0.0
WATAMPONE,desember,2013,159.04
KOTA MAKASSAR,desember,2013,143.33
KOTA PARE-PARE,desember,2013,143.26
KOTA PALOPO,desember,2013,149.68
KOTA KENDARI,desember,2013,149.5
KOTA BAU-BAU,desember,2013,0.0
KOTA GORONTALO,desember,2013,147.46
MAMUJU,desember,2013,146.41
KOTA AMBON,desember,2013,153.14
KOTA TUAL,desember,2013,0.0
KOTA TERNATE,desember,2013,150.25
MANOKWARI,desember,2013,157.05
KOTA SORONG,desember,2013,165.68
MERAUKE,desember,2013,0.0
KOTA JAYAPURA,desember,2013,143.68
KOTA MEULABOH,januari,2014,114.4
KOTA BANDA ACEH,januari,2014,108.47
KOTA LHOKSEUMAWE,januari,2014,108.99
KOTA SIBOLGA,januari,2014,113.76
KOTA PEMATANG SIANTAR,januari,2014,114.27
KOTA MEDAN,januari,2014,112.62
KOTA PADANGSIDIMPUAN,januari,2014,111.61
KOTA PADANG,januari,2014,114.76
KOTA BUKITTINGGI,januari,2014,110.33
TEMBILAHAN,januari,2014,115.63
KOTA PEKANBARU,januari,2014,110.92
KOTA DUMAI,januari,2014,110.67
BUNGO,januari,2014,110.45
KOTA JAMBI,januari,2014,112.13
KOTA PALEMBANG,januari,2014,109.07
KOTA LUBUKLINGGAU,januari,2014,107.97
KOTA BENGKULU,januari,2014,113.52
KOTA BANDAR LAMPUNG,januari,2014,110.08
KOTA METRO,januari,2014,122.47
TANJUNG PANDAN,januari,2014,116.12
KOTA PANGKAL PINANG,januari,2014,114.92
KOTA BATAM,januari,2014,109.53
KOTA TANJUNG PINANG,januari,2014,112.41
DKI JAKARTA,januari,2014,110.75
KOTA BOGOR,januari,2014,111.73
KOTA SUKABUMI,januari,2014,111.29
KOTA BANDUNG,januari,2014,109.87
KOTA CIREBON,januari,2014,110.11
KOTA BEKASI,januari,2014,110.36
KOTA DEPOK,januari,2014,111.53
KOTA TASIKMALAYA,januari,2014,109.2
CILACAP,januari,2014,112.9
PURWOKERTO,januari,2014,110.49
KUDUS,januari,2014,116.25
KOTA SURAKARTA,januari,2014,109.5
KOTA SEMARANG,januari,2014,110.39
KOTA TEGAL,januari,2014,107.62
KOTA YOGYAKARTA,januari,2014,110.77
JEMBER,januari,2014,110.65
BANYUWANGI,januari,2014,111.04
SUMENEP,januari,2014,109.42
KOTA KEDIRI,januari,2014,112.09
KOTA MALANG,januari,2014,111.03
KOTA PROBOLINGGO,januari,2014,112.23
KOTA MADIUN,januari,2014,109.71
KOTA SURABAYA,januari,2014,110.47
KOTA TANGERANG,januari,2014,111.46
KOTA CILEGON,januari,2014,111.98
KOTA SERANG,januari,2014,114.82
SINGARAJA,januari,2014,114.67
KOTA DENPASAR,januari,2014,109.14
KOTA MATARAM,januari,2014,111.22
KOTA BIMA,januari,2014,113.44
MAUMERE,januari,2014,108.76
KOTA KUPANG,januari,2014,111.39
KOTA PONTIANAK,januari,2014,111.78
KOTA SINGKAWANG,januari,2014,109.14
SAMPIT,januari,2014,109.94
KOTA PALANGKA RAYA,januari,2014,110.26
TANJUNG,januari,2014,110.0
KOTA BANJARMASIN,januari,2014,108.91
KOTA BALIKPAPAN,januari,2014,112.16
KOTA SAMARINDA,januari,2014,114.14
KOTA TARAKAN,januari,2014,113.64
KOTA MANADO,januari,2014,109.3
KOTA PALU,januari,2014,111.58
BULUKUMBA,januari,2014,116.06
WATAMPONE,januari,2014,108.28
KOTA MAKASSAR,januari,2014,108.65
KOTA PARE-PARE,januari,2014,108.21
KOTA PALOPO,januari,2014,108.86
KOTA KENDARI,januari,2014,108.5
KOTA BAU-BAU,januari,2014,111.84
KOTA GORONTALO,januari,2014,108.98
MAMUJU,januari,2014,108.75
KOTA AMBON,januari,2014,108.58
KOTA TUAL,januari,2014,113.67
KOTA TERNATE,januari,2014,112.35
MANOKWARI,januari,2014,106.44
KOTA SORONG,januari,2014,108.43
MERAUKE,januari,2014,112.7
KOTA JAYAPURA,januari,2014,113.21
KOTA MEULABOH,februari,2014,112.94
KOTA BANDA ACEH,februari,2014,107.98
KOTA LHOKSEUMAWE,februari,2014,108.03
KOTA SIBOLGA,februari,2014,111.0
KOTA PEMATANG SIANTAR,februari,2014,113.4
KOTA MEDAN,februari,2014,111.95
KOTA PADANGSIDIMPUAN,februari,2014,110.5
KOTA PADANG,februari,2014,114.03
KOTA BUKITTINGGI,februari,2014,110.04
TEMBILAHAN,februari,2014,116.16
KOTA PEKANBARU,februari,2014,110.96
KOTA DUMAI,februari,2014,111.0
BUNGO,februari,2014,111.01
KOTA JAMBI,februari,2014,111.26
KOTA PALEMBANG,februari,2014,108.81
KOTA LUBUKLINGGAU,februari,2014,107.53
KOTA BENGKULU,februari,2014,113.25
KOTA BANDAR LAMPUNG,februari,2014,110.1
KOTA METRO,februari,2014,122.58
TANJUNG PANDAN,februari,2014,116.63
KOTA PANGKAL PINANG,februari,2014,112.5
KOTA BATAM,februari,2014,109.71
KOTA TANJUNG PINANG,februari,2014,113.39
DKI JAKARTA,februari,2014,111.3
KOTA BOGOR,februari,2014,112.12
KOTA SUKABUMI,februari,2014,111.98
KOTA BANDUNG,februari,2014,110.3
KOTA CIREBON,februari,2014,110.52
KOTA BEKASI,februari,2014,110.84
KOTA DEPOK,februari,2014,112.13
KOTA TASIKMALAYA,februari,2014,109.97
CILACAP,februari,2014,113.54
PURWOKERTO,februari,2014,111.05
KUDUS,februari,2014,116.38
KOTA SURAKARTA,februari,2014,109.81
KOTA SEMARANG,februari,2014,110.66
KOTA TEGAL,februari,2014,108.47
KOTA YOGYAKARTA,februari,2014,110.85
JEMBER,februari,2014,110.7
BANYUWANGI,februari,2014,112.17
SUMENEP,februari,2014,110.25
KOTA KEDIRI,februari,2014,112.15
KOTA MALANG,februari,2014,111.37
KOTA PROBOLINGGO,februari,2014,112.25
KOTA MADIUN,februari,2014,110.37
KOTA SURABAYA,februari,2014,110.72
KOTA TANGERANG,februari,2014,115.81
KOTA CILEGON,februari,2014,111.89
KOTA SERANG,februari,2014,112.9
SINGARAJA,februari,2014,115.1
KOTA DENPASAR,februari,2014,109.54
KOTA MATARAM,februari,2014,111.55
KOTA BIMA,februari,2014,113.76
MAUMERE,februari,2014,110.51
KOTA KUPANG,februari,2014,113.02
KOTA PONTIANAK,februari,2014,114.83
KOTA SINGKAWANG,februari,2014,111.05
SAMPIT,februari,2014,110.76
KOTA PALANGKA RAYA,februari,2014,109.63
TANJUNG,februari,2014,109.8
KOTA BANJARMASIN,februari,2014,108.61
KOTA BALIKPAPAN,februari,2014,111.96
KOTA SAMARINDA,februari,2014,113.78
KOTA TARAKAN,februari,2014,114.31
KOTA MANADO,februari,2014,109.05
KOTA PALU,februari,2014,110.78
BULUKUMBA,februari,2014,117.18
WATAMPONE,februari,2014,109.35
KOTA MAKASSAR,februari,2014,108.92
KOTA PARE-PARE,februari,2014,108.37
KOTA PALOPO,februari,2014,109.0
KOTA KENDARI,februari,2014,107.45
KOTA BAU-BAU,februari,2014,110.24
KOTA GORONTALO,februari,2014,107.91
MAMUJU,februari,2014,109.04
KOTA AMBON,februari,2014,109.5
KOTA TUAL,februari,2014,115.33
KOTA TERNATE,februari,2014,111.57
MANOKWARI,februari,2014,106.75
KOTA SORONG,februari,2014,109.11
MERAUKE,februari,2014,111.84
KOTA JAYAPURA,februari,2014,112.91
KOTA MEULABOH,maret,2014,112.12
KOTA BANDA ACEH,maret,2014,107.42
KOTA LHOKSEUMAWE,maret,2014,107.2
KOTA SIBOLGA,maret,2014,110.37
KOTA PEMATANG SIANTAR,maret,2014,114.07
KOTA MEDAN,maret,2014,111.57
KOTA PADANGSIDIMPUAN,maret,2014,110.45
KOTA PADANG,maret,2014,113.58
KOTA BUKITTINGGI,maret,2014,109.82
TEMBILAHAN,maret,2014,116.05
KOTA PEKANBARU,maret,2014,111.13
KOTA DUMAI,maret,2014,111.27
BUNGO,maret,2014,110.62
KOTA JAMBI,maret,2014,111.51
KOTA PALEMBANG,maret,2014,108.59
KOTA LUBUKLINGGAU,maret,2014,107.39
KOTA BENGKULU,maret,2014,113.29
KOTA BANDAR LAMPUNG,maret,2014,109.94
KOTA METRO,maret,2014,121.33
TANJUNG PANDAN,maret,2014,115.43
KOTA PANGKAL PINANG,maret,2014,110.52
KOTA BATAM,maret,2014,109.82
KOTA TANJUNG PINANG,maret,2014,113.56
DKI JAKARTA,maret,2014,111.51
KOTA BOGOR,maret,2014,112.43
KOTA SUKABUMI,maret,2014,112.25
KOTA BANDUNG,maret,2014,110.42
KOTA CIREBON,maret,2014,110.98
KOTA BEKASI,maret,2014,111.19
KOTA DEPOK,maret,2014,112.09
KOTA TASIKMALAYA,maret,2014,110.24
CILACAP,maret,2014,113.36
PURWOKERTO,maret,2014,111.37
KUDUS,maret,2014,116.87
KOTA SURAKARTA,maret,2014,110.11
KOTA SEMARANG,maret,2014,110.96
KOTA TEGAL,maret,2014,108.69
KOTA YOGYAKARTA,maret,2014,111.0
JEMBER,maret,2014,110.73
BANYUWANGI,maret,2014,112.39
SUMENEP,maret,2014,110.34
KOTA KEDIRI,maret,2014,112.17
KOTA MALANG,maret,2014,111.85
KOTA PROBOLINGGO,maret,2014,112.43
KOTA MADIUN,maret,2014,110.65
KOTA SURABAYA,maret,2014,110.97
KOTA TANGERANG,maret,2014,115.6
KOTA CILEGON,maret,2014,111.96
KOTA SERANG,maret,2014,113.36
SINGARAJA,maret,2014,115.3
KOTA DENPASAR,maret,2014,109.89
KOTA MATARAM,maret,2014,111.12
KOTA BIMA,maret,2014,113.35
MAUMERE,maret,2014,110.0
KOTA KUPANG,maret,2014,112.91
KOTA PONTIANAK,maret,2014,113.94
KOTA SINGKAWANG,maret,2014,110.67
SAMPIT,maret,2014,110.43
KOTA PALANGKA RAYA,maret,2014,109.76
TANJUNG,maret,2014,109.57
KOTA BANJARMASIN,maret,2014,108.22
KOTA BALIKPAPAN,maret,2014,111.85
KOTA SAMARINDA,maret,2014,113.97
KOTA TARAKAN,maret,2014,115.44
KOTA MANADO,maret,2014,109.39
KOTA PALU,maret,2014,111.45
BULUKUMBA,maret,2014,117.21
WATAMPONE,maret,2014,109.81
KOTA MAKASSAR,maret,2014,108.94
KOTA PARE-PARE,maret,2014,108.29
KOTA PALOPO,maret,2014,108.84
KOTA KENDARI,maret,2014,107.34
KOTA BAU-BAU,maret,2014,109.84
KOTA GORONTALO,maret,2014,108.24
MAMUJU,maret,2014,108.92
KOTA AMBON,maret,2014,110.2
KOTA TUAL,maret,2014,112.53
KOTA TERNATE,maret,2014,112.16
MANOKWARI,maret,2014,106.38
KOTA SORONG,maret,2014,109.09
MERAUKE,maret,2014,113.13
KOTA JAYAPURA,maret,2014,113.68
KOTA MEULABOH,april,2014,112.05
