City,Month,Year,CPI
MERAUKE,september,2016,130.76
KOTA JAYAPURA,september,2016,126.84
KOTA MEULABOH,oktober,2016,125.25
KOTA BANDA ACEH,oktober,2016,118.92
KOTA LHOKSEUMAWE,oktober,2016,121.79
KOTA SIBOLGA,oktober,2016,130.83
KOTA PEMATANG SIANTAR,oktober,2016,130.32
KOTA MEDAN,oktober,2016,131.74
KOTA PADANGSIDIMPUAN,oktober,2016,124.37
KOTA PADANG,oktober,2016,131.9
KOTA BUKITTINGGI,oktober,2016,125.66
TEMBILAHAN,oktober,2016,129.65
KOTA PEKANBARU,oktober,2016,125.96
KOTA DUMAI,oktober,2016,126.5
BUNGO,oktober,2016,123.7
KOTA JAMBI,oktober,2016,126.13
KOTA PALEMBANG,oktober,2016,123.43
KOTA LUBUKLINGGAU,oktober,2016,123.11
KOTA BENGKULU,oktober,2016,134.76
KOTA BANDAR LAMPUNG,oktober,2016,125.88
KOTA METRO,oktober,2016,133.11
TANJUNG PANDAN,oktober,2016,132.11
KOTA PANGKAL PINANG,oktober,2016,130.12
KOTA BATAM,oktober,2016,125.43
KOTA TANJUNG PINANG,oktober,2016,125.36
DKI JAKARTA,oktober,2016,125.63
KOTA BOGOR,oktober,2016,125.11
KOTA SUKABUMI,oktober,2016,124.01
KOTA BANDUNG,oktober,2016,123.84
KOTA CIREBON,oktober,2016,120.73
KOTA BEKASI,oktober,2016,121.77
KOTA DEPOK,oktober,2016,123.65
KOTA TASIKMALAYA,oktober,2016,123.49
CILACAP,oktober,2016,127.01
PURWOKERTO,oktober,2016,121.84
KUDUS,oktober,2016,129.94
KOTA SURAKARTA,oktober,2016,121.31
KOTA SEMARANG,oktober,2016,123.67
KOTA TEGAL,oktober,2016,122.18
KOTA YOGYAKARTA,oktober,2016,122.39
JEMBER,oktober,2016,121.05
BANYUWANGI,oktober,2016,121.62
SUMENEP,oktober,2016,121.72
KOTA KEDIRI,oktober,2016,121.48
KOTA MALANG,oktober,2016,125.06
KOTA PROBOLINGGO,oktober,2016,122.05
KOTA MADIUN,oktober,2016,121.57
KOTA SURABAYA,oktober,2016,124.75
KOTA TANGERANG,oktober,2016,131.99
KOTA CILEGON,oktober,2016,129.14
KOTA SERANG,oktober,2016,132.44
SINGARAJA,oktober,2016,133.21
KOTA DENPASAR,oktober,2016,121.92
KOTA MATARAM,oktober,2016,123.13
KOTA BIMA,oktober,2016,128.53
MAUMERE,oktober,2016,118.72
KOTA KUPANG,oktober,2016,125.63
KOTA PONTIANAK,oktober,2016,133.46
KOTA SINGKAWANG,oktober,2016,124.45
SAMPIT,oktober,2016,124.53
KOTA PALANGKA RAYA,oktober,2016,121.57
TANJUNG,oktober,2016,123.89
KOTA BANJARMASIN,oktober,2016,125.11
KOTA BALIKPAPAN,oktober,2016,129.79
KOTA SAMARINDA,oktober,2016,127.36
KOTA TARAKAN,oktober,2016,135.52
KOTA MANADO,oktober,2016,124.03
KOTA PALU,oktober,2016,125.04
BULUKUMBA,oktober,2016,129.09
WATAMPONE,oktober,2016,119.58
KOTA MAKASSAR,oktober,2016,125.53
KOTA PARE-PARE,oktober,2016,120.78
KOTA PALOPO,oktober,2016,122.78
KOTA KENDARI,oktober,2016,121.79
KOTA BAU-BAU,oktober,2016,130.13
KOTA GORONTALO,oktober,2016,120.47
MAMUJU,oktober,2016,123.73
KOTA AMBON,oktober,2016,124.59
KOTA TUAL,oktober,2016,138.16
KOTA TERNATE,oktober,2016,129.51
MANOKWARI,oktober,2016,119.8
KOTA SORONG,oktober,2016,125.95
MERAUKE,oktober,2016,130.73
KOTA JAYAPURA,oktober,2016,126.72
KOTA MEULABOH,november,2016,125.44
KOTA BANDA ACEH,november,2016,119.1
KOTA LHOKSEUMAWE,november,2016,122.19
KOTA SIBOLGA,november,2016,132.13
KOTA PEMATANG SIANTAR,november,2016,131.36
KOTA MEDAN,november,2016,132.72
KOTA PADANGSIDIMPUAN,november,2016,125.33
KOTA PADANG,november,2016,133.39
KOTA BUKITTINGGI,november,2016,127.01
TEMBILAHAN,november,2016,129.87
KOTA PEKANBARU,november,2016,127.6
KOTA DUMAI,november,2016,127.54
BUNGO,november,2016,124.49
KOTA JAMBI,november,2016,126.76
KOTA PALEMBANG,november,2016,124.13
KOTA LUBUKLINGGAU,november,2016,123.68
KOTA BENGKULU,november,2016,134.84
KOTA BANDAR LAMPUNG,november,2016,126.42
KOTA METRO,november,2016,133.91
TANJUNG PANDAN,november,2016,133.03
KOTA PANGKAL PINANG,november,2016,130.85
KOTA BATAM,november,2016,126.63
KOTA TANJUNG PINANG,november,2016,125.74
DKI JAKARTA,november,2016,125.93
KOTA BOGOR,november,2016,125.87
KOTA SUKABUMI,november,2016,124.53
KOTA BANDUNG,november,2016,124.49
KOTA CIREBON,november,2016,121.09
KOTA BEKASI,november,2016,122.74
KOTA DEPOK,november,2016,124.13
KOTA TASIKMALAYA,november,2016,123.83
CILACAP,november,2016,127.69
PURWOKERTO,november,2016,122.78
KUDUS,november,2016,130.81
KOTA SURAKARTA,november,2016,122.04
KOTA SEMARANG,november,2016,124.34
KOTA TEGAL,november,2016,122.6
KOTA YOGYAKARTA,november,2016,122.78
JEMBER,november,2016,121.43
BANYUWANGI,november,2016,121.93
SUMENEP,november,2016,122.36
KOTA KEDIRI,november,2016,122.12
KOTA MALANG,november,2016,125.62
KOTA PROBOLINGGO,november,2016,122.62
KOTA MADIUN,november,2016,122.19
KOTA SURABAYA,november,2016,125.07
KOTA TANGERANG,november,2016,132.74
KOTA CILEGON,november,2016,129.77
KOTA SERANG,november,2016,132.86
SINGARAJA,november,2016,134.25
KOTA DENPASAR,november,2016,122.26
KOTA MATARAM,november,2016,123.37
KOTA BIMA,november,2016,128.78
MAUMERE,november,2016,119.88
KOTA KUPANG,november,2016,126.59
KOTA PONTIANAK,november,2016,133.56
KOTA SINGKAWANG,november,2016,124.51
SAMPIT,november,2016,125.36
KOTA PALANGKA RAYA,november,2016,121.79
TANJUNG,november,2016,126.18
KOTA BANJARMASIN,november,2016,125.25
KOTA BALIKPAPAN,november,2016,129.94
KOTA SAMARINDA,november,2016,127.72
KOTA TARAKAN,november,2016,136.04
KOTA MANADO,november,2016,127.58
KOTA PALU,november,2016,125.65
BULUKUMBA,november,2016,129.85
WATAMPONE,november,2016,119.98
KOTA MAKASSAR,november,2016,126.07
KOTA PARE-PARE,november,2016,121.45
KOTA PALOPO,november,2016,123.45
KOTA KENDARI,november,2016,121.52
KOTA BAU-BAU,november,2016,128.12
KOTA GORONTALO,november,2016,121.21
MAMUJU,november,2016,124.3
KOTA AMBON,november,2016,125.19
KOTA TUAL,november,2016,137.79
KOTA TERNATE,november,2016,129.85
MANOKWARI,november,2016,120.92
KOTA SORONG,november,2016,126.27
MERAUKE,november,2016,131.81
KOTA JAYAPURA,november,2016,126.43
KOTA MEULABOH,desember,2016,125.83
KOTA BANDA ACEH,desember,2016,119.94
KOTA LHOKSEUMAWE,desember,2016,124.94
KOTA SIBOLGA,desember,2016,132.51
KOTA PEMATANG SIANTAR,desember,2016,132.07
KOTA MEDAN,desember,2016,132.93
KOTA PADANGSIDIMPUAN,desember,2016,125.36
KOTA PADANG,desember,2016,133.48
KOTA BUKITTINGGI,desember,2016,126.29
TEMBILAHAN,desember,2016,129.89
KOTA PEKANBARU,desember,2016,127.95
KOTA DUMAI,desember,2016,127.63
BUNGO,desember,2016,124.35
KOTA JAMBI,desember,2016,127.21
KOTA PALEMBANG,desember,2016,124.96
KOTA LUBUKLINGGAU,desember,2016,123.81
KOTA BENGKULU,desember,2016,135.03
KOTA BANDAR LAMPUNG,desember,2016,127.31
KOTA METRO,desember,2016,134.08
TANJUNG PANDAN,desember,2016,134.23
KOTA PANGKAL PINANG,desember,2016,133.4
KOTA BATAM,desember,2016,126.96
KOTA TANJUNG PINANG,desember,2016,126.01
DKI JAKARTA,desember,2016,126.27
KOTA BOGOR,desember,2016,126.07
KOTA SUKABUMI,desember,2016,125.09
KOTA BANDUNG,desember,2016,125.28
KOTA CIREBON,desember,2016,121.16
KOTA BEKASI,desember,2016,123.07
KOTA DEPOK,desember,2016,124.35
KOTA TASIKMALAYA,desember,2016,124.43
CILACAP,desember,2016,127.81
PURWOKERTO,desember,2016,123.23
KUDUS,desember,2016,131.2
KOTA SURAKARTA,desember,2016,122.41
KOTA SEMARANG,desember,2016,124.59
KOTA TEGAL,desember,2016,122.49
KOTA YOGYAKARTA,desember,2016,123.21
JEMBER,desember,2016,122.56
BANYUWANGI,desember,2016,122.5
SUMENEP,desember,2016,123.01
KOTA KEDIRI,desember,2016,122.56
KOTA MALANG,desember,2016,126.35
KOTA PROBOLINGGO,desember,2016,123.08
KOTA MADIUN,desember,2016,122.74
KOTA SURABAYA,desember,2016,125.77
KOTA TANGERANG,desember,2016,133.61
KOTA CILEGON,desember,2016,130.99
KOTA SERANG,desember,2016,133.02
SINGARAJA,desember,2016,135.1
KOTA DENPASAR,desember,2016,123.1
KOTA MATARAM,desember,2016,124.29
KOTA BIMA,desember,2016,129.11
MAUMERE,desember,2016,121.86
KOTA KUPANG,desember,2016,129.07
KOTA PONTIANAK,desember,2016,134.8
KOTA SINGKAWANG,desember,2016,125.54
SAMPIT,desember,2016,126.99
KOTA PALANGKA RAYA,desember,2016,123.35
TANJUNG,desember,2016,127.47
KOTA BANJARMASIN,desember,2016,126.28
KOTA BALIKPAPAN,desember,2016,131.58
KOTA SAMARINDA,desember,2016,128.83
KOTA TARAKAN,desember,2016,136.6
KOTA MANADO,desember,2016,125.64
KOTA PALU,desember,2016,127.09
BULUKUMBA,desember,2016,130.24
WATAMPONE,desember,2016,120.27
KOTA MAKASSAR,desember,2016,126.44
KOTA PARE-PARE,desember,2016,122.09
KOTA PALOPO,desember,2016,123.78
KOTA KENDARI,desember,2016,121.68
KOTA BAU-BAU,desember,2016,128.87
KOTA GORONTALO,desember,2016,121.78
MAMUJU,desember,2016,125.52
KOTA AMBON,desember,2016,125.85
KOTA TUAL,desember,2016,140.13
KOTA TERNATE,desember,2016,130.27
MANOKWARI,desember,2016,122.35
KOTA SORONG,desember,2016,126.84
MERAUKE,desember,2016,132.12
KOTA JAYAPURA,desember,2016,128.65
KOTA MEULABOH,januari,2017,127.51
KOTA BANDA ACEH,januari,2017,120.27
KOTA LHOKSEUMAWE,januari,2017,125.26
KOTA SIBOLGA,januari,2017,133.28
KOTA PEMATANG SIANTAR,januari,2017,133.02
KOTA MEDAN,januari,2017,133.44
KOTA PADANGSIDIMPUAN,januari,2017,126.72
KOTA PADANG,januari,2017,134.24
KOTA BUKITTINGGI,januari,2017,126.57
TEMBILAHAN,januari,2017,131.43
KOTA PEKANBARU,januari,2017,129.82
KOTA DUMAI,januari,2017,129.65
BUNGO,januari,2017,125.37
KOTA JAMBI,januari,2017,127.53
KOTA PALEMBANG,januari,2017,125.62
KOTA LUBUKLINGGAU,januari,2017,124.86
KOTA BENGKULU,januari,2017,136.36
KOTA BANDAR LAMPUNG,januari,2017,128.38
KOTA METRO,januari,2017,135.04
TANJUNG PANDAN,januari,2017,136.53
KOTA PANGKAL PINANG,januari,2017,135.69
KOTA BATAM,januari,2017,127.81
KOTA TANJUNG PINANG,januari,2017,127.23
DKI JAKARTA,januari,2017,127.52
KOTA BOGOR,januari,2017,127.76
KOTA SUKABUMI,januari,2017,126.1
KOTA BANDUNG,januari,2017,125.89
KOTA CIREBON,januari,2017,122.18
KOTA BEKASI,januari,2017,124.05
KOTA DEPOK,januari,2017,125.42
KOTA TASIKMALAYA,januari,2017,125.3
CILACAP,januari,2017,129.85
PURWOKERTO,januari,2017,124.53
KUDUS,januari,2017,132.98
KOTA SURAKARTA,januari,2017,123.83
KOTA SEMARANG,januari,2017,125.97
KOTA TEGAL,januari,2017,123.69
KOTA YOGYAKARTA,januari,2017,124.74
JEMBER,januari,2017,124.35
BANYUWANGI,januari,2017,123.31
SUMENEP,januari,2017,123.83
KOTA KEDIRI,januari,2017,123.71
KOTA MALANG,januari,2017,128.18
KOTA PROBOLINGGO,januari,2017,124.5
KOTA MADIUN,januari,2017,124.44
KOTA SURABAYA,januari,2017,127.98
KOTA TANGERANG,januari,2017,134.48
KOTA CILEGON,januari,2017,132.26
KOTA SERANG,januari,2017,134.06
SINGARAJA,januari,2017,137.52
KOTA DENPASAR,januari,2017,124.81
KOTA MATARAM,januari,2017,126.17
KOTA BIMA,januari,2017,130.92
MAUMERE,januari,2017,122.35
KOTA KUPANG,januari,2017,130.09
KOTA PONTIANAK,januari,2017,137.25
KOTA SINGKAWANG,januari,2017,127.75
SAMPIT,januari,2017,128.14
KOTA PALANGKA RAYA,januari,2017,124.4
TANJUNG,januari,2017,128.45
KOTA BANJARMASIN,januari,2017,127.47
KOTA BALIKPAPAN,januari,2017,133.0
KOTA SAMARINDA,januari,2017,130.14
KOTA TARAKAN,januari,2017,137.54
KOTA MANADO,januari,2017,127.02
KOTA PALU,januari,2017,128.77
BULUKUMBA,januari,2017,131.53
WATAMPONE,januari,2017,122.1
KOTA MAKASSAR,januari,2017,127.88
KOTA PARE-PARE,januari,2017,123.23
KOTA PALOPO,januari,2017,124.79
KOTA KENDARI,januari,2017,122.75
KOTA BAU-BAU,januari,2017,129.45
KOTA GORONTALO,januari,2017,123.34
MAMUJU,januari,2017,126.26
KOTA AMBON,januari,2017,126.2
KOTA TUAL,januari,2017,140.27
KOTA TERNATE,januari,2017,131.09
MANOKWARI,januari,2017,122.46
KOTA SORONG,januari,2017,127.93
MERAUKE,januari,2017,133.47
KOTA JAYAPURA,januari,2017,128.81
KOTA MEULABOH,februari,2017,128.03
KOTA BANDA ACEH,februari,2017,120.5
KOTA LHOKSEUMAWE,februari,2017,124.27
KOTA SIBOLGA,februari,2017,131.5
KOTA PEMATANG SIANTAR,februari,2017,132.8
KOTA MEDAN,februari,2017,132.59
KOTA PADANGSIDIMPUAN,februari,2017,126.63
KOTA PADANG,februari,2017,134.06
KOTA BUKITTINGGI,februari,2017,126.0
TEMBILAHAN,februari,2017,131.25
KOTA PEKANBARU,februari,2017,129.04
KOTA DUMAI,februari,2017,131.1
BUNGO,februari,2017,125.34
KOTA JAMBI,februari,2017,125.74
KOTA PALEMBANG,februari,2017,125.73
KOTA LUBUKLINGGAU,februari,2017,125.23
KOTA BENGKULU,februari,2017,136.65
KOTA BANDAR LAMPUNG,februari,2017,129.13
KOTA METRO,februari,2017,135.42
TANJUNG PANDAN,februari,2017,136.14
KOTA PANGKAL PINANG,februari,2017,134.19
KOTA BATAM,februari,2017,127.92
KOTA TANJUNG PINANG,februari,2017,127.98
DKI JAKARTA,februari,2017,127.94
KOTA BOGOR,februari,2017,128.2
KOTA SUKABUMI,februari,2017,126.58
KOTA BANDUNG,februari,2017,126.37
KOTA CIREBON,februari,2017,122.7
KOTA BEKASI,februari,2017,124.26
KOTA DEPOK,februari,2017,126.13
KOTA TASIKMALAYA,februari,2017,125.69
CILACAP,februari,2017,130.74
PURWOKERTO,februari,2017,125.23
KUDUS,februari,2017,134.22
KOTA SURAKARTA,februari,2017,124.43
KOTA SEMARANG,februari,2017,126.53
KOTA TEGAL,februari,2017,124.08
KOTA YOGYAKARTA,februari,2017,125.19
JEMBER,februari,2017,124.62
BANYUWANGI,februari,2017,123.74
SUMENEP,februari,2017,124.63
KOTA KEDIRI,februari,2017,124.57
KOTA MALANG,februari,2017,128.49
KOTA PROBOLINGGO,februari,2017,124.66
KOTA MADIUN,februari,2017,125.46
KOTA SURABAYA,februari,2017,128.18
KOTA TANGERANG,februari,2017,135.13
KOTA CILEGON,februari,2017,132.76
KOTA SERANG,februari,2017,134.73
SINGARAJA,februari,2017,138.6
KOTA DENPASAR,februari,2017,125.33
KOTA MATARAM,februari,2017,126.67
KOTA BIMA,februari,2017,130.4
MAUMERE,februari,2017,122.29
KOTA KUPANG,februari,2017,130.32
KOTA PONTIANAK,februari,2017,137.74
KOTA SINGKAWANG,februari,2017,127.99
SAMPIT,februari,2017,128.49
KOTA PALANGKA RAYA,februari,2017,124.74
TANJUNG,februari,2017,128.86
KOTA BANJARMASIN,februari,2017,127.73
KOTA BALIKPAPAN,februari,2017,132.65
KOTA SAMARINDA,februari,2017,130.31
KOTA TARAKAN,februari,2017,137.59
KOTA MANADO,februari,2017,128.49
KOTA PALU,februari,2017,129.14
BULUKUMBA,februari,2017,132.55
WATAMPONE,februari,2017,123.07
KOTA MAKASSAR,februari,2017,128.89
KOTA PARE-PARE,februari,2017,123.4
KOTA PALOPO,februari,2017,125.87
KOTA KENDARI,februari,2017,123.35
KOTA BAU-BAU,februari,2017,129.26
KOTA GORONTALO,februari,2017,123.74
MAMUJU,februari,2017,127.61
KOTA AMBON,februari,2017,125.26
KOTA TUAL,februari,2017,141.72
KOTA TERNATE,februari,2017,131.13
MANOKWARI,februari,2017,121.76
KOTA SORONG,februari,2017,128.1
MERAUKE,februari,2017,134.01
KOTA JAYAPURA,februari,2017,127.82
KOTA MEULABOH,maret,2017,127.95
KOTA BANDA ACEH,maret,2017,120.32
KOTA LHOKSEUMAWE,maret,2017,122.53
KOTA SIBOLGA,maret,2017,130.58
KOTA PEMATANG SIANTAR,maret,2017,133.03
KOTA MEDAN,maret,2017,132.33
KOTA PADANGSIDIMPUAN,maret,2017,126.08
KOTA PADANG,maret,2017,134.04
KOTA BUKITTINGGI,maret,2017,126.31
TEMBILAHAN,maret,2017,131.26
KOTA PEKANBARU,maret,2017,129.53
KOTA DUMAI,maret,2017,130.85
BUNGO,maret,2017,126.23
KOTA JAMBI,maret,2017,126.13
KOTA PALEMBANG,maret,2017,125.61
KOTA LUBUKLINGGAU,maret,2017,125.14
KOTA BENGKULU,maret,2017,136.96
KOTA BANDAR LAMPUNG,maret,2017,129.05
KOTA METRO,maret,2017,135.01
TANJUNG PANDAN,maret,2017,134.11
KOTA PANGKAL PINANG,maret,2017,134.7
KOTA BATAM,maret,2017,126.86
KOTA TANJUNG PINANG,maret,2017,127.16
DKI JAKARTA,maret,2017,128.0
KOTA BOGOR,maret,2017,128.32
KOTA SUKABUMI,maret,2017,126.87
KOTA BANDUNG,maret,2017,126.35
KOTA CIREBON,maret,2017,122.55
KOTA BEKASI,maret,2017,124.55
KOTA DEPOK,maret,2017,126.19
KOTA TASIKMALAYA,maret,2017,125.73
CILACAP,maret,2017,130.59
PURWOKERTO,maret,2017,125.22
KUDUS,maret,2017,134.15
KOTA SURAKARTA,maret,2017,124.24
KOTA SEMARANG,maret,2017,126.35
KOTA TEGAL,maret,2017,123.94
KOTA YOGYAKARTA,maret,2017,125.11
JEMBER,maret,2017,124.43
BANYUWANGI,maret,2017,123.49
SUMENEP,maret,2017,124.44
KOTA KEDIRI,maret,2017,124.41
KOTA MALANG,maret,2017,128.38
KOTA PROBOLINGGO,maret,2017,124.3
KOTA MADIUN,maret,2017,125.38
KOTA SURABAYA,maret,2017,128.1
KOTA TANGERANG,maret,2017,135.09
KOTA CILEGON,maret,2017,133.43
KOTA SERANG,maret,2017,135.12
SINGARAJA,maret,2017,138.32
KOTA DENPASAR,maret,2017,125.35
KOTA MATARAM,maret,2017,125.89
KOTA BIMA,maret,2017,129.21
MAUMERE,maret,2017,122.01
KOTA KUPANG,maret,2017,129.19
KOTA PONTIANAK,maret,2017,137.38
KOTA SINGKAWANG,maret,2017,127.83
SAMPIT,maret,2017,129.67
KOTA PALANGKA RAYA,maret,2017,125.23
TANJUNG,maret,2017,129.13
KOTA BANJARMASIN,maret,2017,127.74
KOTA BALIKPAPAN,maret,2017,132.61
KOTA SAMARINDA,maret,2017,130.68
KOTA TARAKAN,maret,2017,138.14
KOTA MANADO,maret,2017,128.79
KOTA PALU,maret,2017,129.46
BULUKUMBA,maret,2017,132.34
WATAMPONE,maret,2017,122.81
KOTA MAKASSAR,maret,2017,128.69
KOTA PARE-PARE,maret,2017,122.84
KOTA PALOPO,maret,2017,125.56
KOTA KENDARI,maret,2017,123.06
KOTA BAU-BAU,maret,2017,129.29
KOTA GORONTALO,maret,2017,123.79
MAMUJU,maret,2017,127.24
KOTA AMBON,maret,2017,126.67
KOTA TUAL,maret,2017,142.83
KOTA TERNATE,maret,2017,130.72
MANOKWARI,maret,2017,121.82
KOTA SORONG,maret,2017,128.59
MERAUKE,maret,2017,135.67
KOTA JAYAPURA,maret,2017,129.03
KOTA MEULABOH,april,2017,127.29
KOTA BANDA ACEH,april,2017,120.2
KOTA LHOKSEUMAWE,april,2017,121.7
KOTA SIBOLGA,april,2017,130.91
KOTA PEMATANG SIANTAR,april,2017,132.81
KOTA MEDAN,april,2017,131.63
KOTA PADANGSIDIMPUAN,april,2017,126.34
KOTA PADANG,april,2017,133.62
KOTA BUKITTINGGI,april,2017,126.08
TEMBILAHAN,april,2017,131.29
KOTA PEKANBARU,april,2017,129.89
KOTA DUMAI,april,2017,130.57
BUNGO,april,2017,126.69
KOTA JAMBI,april,2017,126.88
KOTA PALEMBANG,april,2017,125.51
KOTA LUBUKLINGGAU,april,2017,125.39
KOTA BENGKULU,april,2017,136.55
KOTA BANDAR LAMPUNG,april,2017,128.78
KOTA METRO,april,2017,134.78
TANJUNG PANDAN,april,2017,135.36
KOTA PANGKAL PINANG,april,2017,136.08
KOTA BATAM,april,2017,127.47
KOTA TANJUNG PINANG,april,2017,126.83
DKI JAKARTA,april,2017,127.97
KOTA BOGOR,april,2017,128.41
KOTA SUKABUMI,april,2017,127.34
KOTA BANDUNG,april,2017,126.48
KOTA CIREBON,april,2017,123.04
KOTA BEKASI,april,2017,124.65
KOTA DEPOK,april,2017,126.47
KOTA TASIKMALAYA,april,2017,126.42
CILACAP,april,2017,130.6
PURWOKERTO,april,2017,125.17
KUDUS,april,2017,134.22
KOTA SURAKARTA,april,2017,124.39
KOTA SEMARANG,april,2017,126.63
KOTA TEGAL,april,2017,124.18
KOTA YOGYAKARTA,april,2017,125.46
JEMBER,april,2017,124.78
BANYUWANGI,april,2017,124.08
SUMENEP,april,2017,124.62
KOTA KEDIRI,april,2017,124.88
KOTA MALANG,april,2017,128.83
KOTA PROBOLINGGO,april,2017,124.85
KOTA MADIUN,april,2017,125.94
KOTA SURABAYA,april,2017,128.4
KOTA TANGERANG,april,2017,135.03
KOTA CILEGON,april,2017,133.77
KOTA SERANG,april,2017,135.67
SINGARAJA,april,2017,136.83
KOTA DENPASAR,april,2017,125.44
KOTA MATARAM,april,2017,125.81
KOTA BIMA,april,2017,129.71
MAUMERE,april,2017,121.8
KOTA KUPANG,april,2017,129.57
KOTA PONTIANAK,april,2017,137.77
KOTA SINGKAWANG,april,2017,128.13
SAMPIT,april,2017,129.83
KOTA PALANGKA RAYA,april,2017,125.49
TANJUNG,april,2017,128.29
KOTA BANJARMASIN,april,2017,128.16
KOTA BALIKPAPAN,april,2017,132.51
KOTA SAMARINDA,april,2017,131.06
KOTA TARAKAN,april,2017,138.51
KOTA MANADO,april,2017,128.77
KOTA PALU,april,2017,130.06
BULUKUMBA,april,2017,133.18
WATAMPONE,april,2017,123.52
KOTA MAKASSAR,april,2017,129.12
KOTA PARE-PARE,april,2017,122.9
KOTA PALOPO,april,2017,125.83
KOTA KENDARI,april,2017,122.9
KOTA BAU-BAU,april,2017,128.42
KOTA GORONTALO,april,2017,123.64
MAMUJU,april,2017,127.31
KOTA AMBON,april,2017,125.71
KOTA TUAL,april,2017,143.06
KOTA TERNATE,april,2017,131.19
MANOKWARI,april,2017,121.47
KOTA SORONG,april,2017,128.26
MERAUKE,april,2017,135.1
KOTA JAYAPURA,april,2017,129.97
KOTA MEULABOH,mei,2017,127.37
KOTA BANDA ACEH,mei,2017,121.23
KOTA LHOKSEUMAWE,mei,2017,122.79
KOTA SIBOLGA,mei,2017,131.42
KOTA PEMATANG SIANTAR,mei,2017,132.8
KOTA MEDAN,mei,2017,131.73
KOTA PADANGSIDIMPUAN,mei,2017,126.23
KOTA PADANG,mei,2017,133.56
KOTA BUKITTINGGI,mei,2017,125.52
TEMBILAHAN,mei,2017,132.2
KOTA PEKANBARU,mei,2017,130.05
KOTA DUMAI,mei,2017,130.71
BUNGO,mei,2017,126.89
KOTA JAMBI,mei,2017,127.27
KOTA PALEMBANG,mei,2017,126.31
KOTA LUBUKLINGGAU,mei,2017,126.07
KOTA BENGKULU,mei,2017,137.31
KOTA BANDAR LAMPUNG,mei,2017,129.92
KOTA METRO,mei,2017,135.94
TANJUNG PANDAN,mei,2017,136.58
KOTA PANGKAL PINANG,mei,2017,134.81
KOTA BATAM,mei,2017,128.18
KOTA TANJUNG PINANG,mei,2017,127.35
DKI JAKARTA,mei,2017,128.6
KOTA BOGOR,mei,2017,129.14
KOTA SUKABUMI,mei,2017,127.96
KOTA BANDUNG,mei,2017,127.08
KOTA CIREBON,mei,2017,123.83
KOTA BEKASI,mei,2017,124.99
KOTA DEPOK,mei,2017,127.11
KOTA TASIKMALAYA,mei,2017,127.21
CILACAP,mei,2017,131.37
PURWOKERTO,mei,2017,125.99
KUDUS,mei,2017,135.3
KOTA SURAKARTA,mei,2017,124.8
KOTA SEMARANG,mei,2017,127.38
KOTA TEGAL,mei,2017,125.1
KOTA YOGYAKARTA,mei,2017,125.87
JEMBER,mei,2017,125.23
BANYUWANGI,mei,2017,124.49
SUMENEP,mei,2017,125.44
KOTA KEDIRI,mei,2017,125.51
KOTA MALANG,mei,2017,129.88
KOTA PROBOLINGGO,mei,2017,125.31
KOTA MADIUN,mei,2017,126.67
KOTA SURABAYA,mei,2017,128.9
KOTA TANGERANG,mei,2017,135.7
KOTA CILEGON,mei,2017,134.54
KOTA SERANG,mei,2017,136.51
SINGARAJA,mei,2017,137.33
KOTA DENPASAR,mei,2017,125.58
KOTA MATARAM,mei,2017,126.43
KOTA BIMA,mei,2017,130.54
MAUMERE,mei,2017,122.26
KOTA KUPANG,mei,2017,129.49
KOTA PONTIANAK,mei,2017,138.18
KOTA SINGKAWANG,mei,2017,128.56
SAMPIT,mei,2017,129.86
KOTA PALANGKA RAYA,mei,2017,126.15
TANJUNG,mei,2017,128.05
KOTA BANJARMASIN,mei,2017,128.58
KOTA BALIKPAPAN,mei,2017,132.94
KOTA SAMARINDA,mei,2017,131.56
KOTA TARAKAN,mei,2017,139.21
KOTA MANADO,mei,2017,127.31
KOTA PALU,mei,2017,131.11
BULUKUMBA,mei,2017,133.21
WATAMPONE,mei,2017,123.8
KOTA MAKASSAR,mei,2017,128.71
KOTA PARE-PARE,mei,2017,122.97
KOTA PALOPO,mei,2017,125.66
KOTA KENDARI,mei,2017,123.74
KOTA BAU-BAU,mei,2017,128.64
KOTA GORONTALO,mei,2017,123.88
MAMUJU,mei,2017,127.66
KOTA AMBON,mei,2017,125.96
KOTA TUAL,mei,2017,144.44
KOTA TERNATE,mei,2017,131.45
MANOKWARI,mei,2017,122.2
KOTA SORONG,mei,2017,127.61
MERAUKE,mei,2017,135.41
KOTA JAYAPURA,mei,2017,129.75
KOTA MEULABOH,juni,2017,127.98
KOTA BANDA ACEH,juni,2017,122.21
KOTA LHOKSEUMAWE,juni,2017,123.9
KOTA SIBOLGA,juni,2017,131.92
KOTA PEMATANG SIANTAR,juni,2017,132.71
KOTA MEDAN,juni,2017,132.05
KOTA PADANGSIDIMPUAN,juni,2017,127.6
KOTA PADANG,juni,2017,134.01
KOTA BUKITTINGGI,juni,2017,125.77
TEMBILAHAN,juni,2017,132.62
KOTA PEKANBARU,juni,2017,130.24
KOTA DUMAI,juni,2017,131.89
BUNGO,juni,2017,127.98
KOTA JAMBI,juni,2017,127.85
KOTA PALEMBANG,juni,2017,127.4
KOTA LUBUKLINGGAU,juni,2017,127.33
KOTA BENGKULU,juni,2017,138.1
KOTA BANDAR LAMPUNG,juni,2017,130.62
KOTA METRO,juni,2017,136.59
TANJUNG PANDAN,juni,2017,139.08
