City,Month,Year,Inflation,CPI
TANJUNG,mei,2014,0.66,110.71
KOTA BANJARMASIN,mei,2014,1.07,109.97
KOTA BALIKPAPAN,mei,2014,0.32,113.09
KOTA SAMARINDA,mei,2014,0.15,114.15
KOTA TARAKAN,mei,2014,0.25,115.95
KOTA MANADO,mei,2014,-0.15,109.55
KOTA PALU,mei,2014,0.81,112.58
BULUKUMBA,mei,2014,-0.14,117.73
WATAMPONE,mei,2014,0.33,110.82
KOTA MAKASSAR,mei,2014,-0.28,108.99
KOTA PARE-PARE,mei,2014,0.33,108.91
KOTA PALOPO,mei,2014,0.37,109.83
KOTA KENDARI,mei,2014,0.25,107.7
KOTA BAU-BAU,mei,2014,1.4,112.17
KOTA GORONTALO,mei,2014,-0.34,108.83
MAMUJU,mei,2014,0.49,109.56
KOTA AMBON,mei,2014,0.4,111.65
KOTA TUAL,mei,2014,0.52,113.29
KOTA TERNATE,mei,2014,-0.11,112.83
MANOKWARI,mei,2014,0.69,107.01
KOTA SORONG,mei,2014,0.6,110.17
MERAUKE,mei,2014,0.5,113.64
KOTA JAYAPURA,mei,2014,1.01,112.77
KOTA MEULABOH,juni,2014,0.2,112.75
KOTA BANDA ACEH,juni,2014,0.4,108.61
KOTA LHOKSEUMAWE,juni,2014,0.17,108.61
KOTA SIBOLGA,juni,2014,0.2,111.9
KOTA PEMATANG SIANTAR,juni,2014,-0.09,115.04
KOTA MEDAN,juni,2014,0.6,112.96
KOTA PADANGSIDIMPUAN,juni,2014,0.55,111
KOTA PADANG,juni,2014,0.31,113.89
KOTA BUKITTINGGI,juni,2014,0.09,110.17
TEMBILAHAN,juni,2014,0.81,117.61
KOTA PEKANBARU,juni,2014,0.54,111.89
KOTA DUMAI,juni,2014,0.66,112.62
BUNGO,juni,2014,0.8,110.63
KOTA JAMBI,juni,2014,0.14,112.09
KOTA PALEMBANG,juni,2014,0.54,109
KOTA LUBUKLINGGAU,juni,2014,0.47,107.66
KOTA BENGKULU,juni,2014,0.38,113
KOTA BANDAR LAMPUNG,juni,2014,0.78,110.79
KOTA METRO,juni,2014,0.45,121.29
TANJUNG PANDAN,juni,2014,0.83,116.28
KOTA PANGKAL PINANG,juni,2014,0.24,111.1
KOTA BATAM,juni,2014,0.27,109.61
KOTA TANJUNG PINANG,juni,2014,0.12,112
DKI JAKARTA,juni,2014,0.41,112.07
KOTA BOGOR,juni,2014,0.46,112.59
KOTA SUKABUMI,juni,2014,0.48,113.19
KOTA BANDUNG,juni,2014,0.2,110.91
KOTA CIREBON,juni,2014,0.33,111.66
KOTA BEKASI,juni,2014,0.47,110.67
KOTA DEPOK,juni,2014,0.43,112.31
KOTA TASIKMALAYA,juni,2014,0.43,111.07
CILACAP,juni,2014,1.07,114.85
PURWOKERTO,juni,2014,0.48,111.9
KUDUS,juni,2014,0.52,117.48
KOTA SURAKARTA,juni,2014,0.51,110.78
KOTA SEMARANG,juni,2014,0.85,112.15
KOTA TEGAL,juni,2014,0.6,108.95
KOTA YOGYAKARTA,juni,2014,0.43,111.62
JEMBER,juni,2014,0.12,111.35
BANYUWANGI,juni,2014,0.37,112.59
SUMENEP,juni,2014,0.7,110.55
KOTA KEDIRI,juni,2014,0.52,112.51
KOTA MALANG,juni,2014,0.31,112.46
KOTA PROBOLINGGO,juni,2014,0.47,112.94
KOTA MADIUN,juni,2014,0.43,110.95
KOTA SURABAYA,juni,2014,0.37,111.76
KOTA TANGERANG,juni,2014,0.25,116.34
KOTA CILEGON,juni,2014,0.75,112.97
KOTA SERANG,juni,2014,0.66,114.2
SINGARAJA,juni,2014,-0.61,116.35
KOTA DENPASAR,juni,2014,-0.2,110.15
KOTA MATARAM,juni,2014,0.45,111.03
KOTA BIMA,juni,2014,1.49,116.46
MAUMERE,juni,2014,-0.72,110.93
KOTA KUPANG,juni,2014,0.81,113.63
KOTA PONTIANAK,juni,2014,0.9,115.88
KOTA SINGKAWANG,juni,2014,1.03,110.69
SAMPIT,juni,2014,1.03,112.03
KOTA PALANGKA RAYA,juni,2014,0.91,112.4
TANJUNG,juni,2014,0.98,111.79
KOTA BANJARMASIN,juni,2014,0.79,110.84
KOTA BALIKPAPAN,juni,2014,0.49,113.64
KOTA SAMARINDA,juni,2014,0.24,114.42
KOTA TARAKAN,juni,2014,0.54,116.58
KOTA MANADO,juni,2014,0.67,110.28
KOTA PALU,juni,2014,0.94,113.64
BULUKUMBA,juni,2014,0.49,118.31
WATAMPONE,juni,2014,0.69,111.58
KOTA MAKASSAR,juni,2014,0.25,109.26
KOTA PARE-PARE,juni,2014,0.39,109.33
KOTA PALOPO,juni,2014,0.41,110.28
KOTA KENDARI,juni,2014,0.94,108.71
KOTA BAU-BAU,juni,2014,0.49,112.72
KOTA GORONTALO,juni,2014,0.45,109.32
MAMUJU,juni,2014,0.66,110.28
KOTA AMBON,juni,2014,0.18,111.85
KOTA TUAL,juni,2014,0.06,113.36
KOTA TERNATE,juni,2014,1.29,114.28
MANOKWARI,juni,2014,0.36,107.39
KOTA SORONG,juni,2014,-0.26,109.88
MERAUKE,juni,2014,0.09,113.74
KOTA JAYAPURA,juni,2014,-0.44,112.27
KOTA MEULABOH,juli,2014,2.41,115.47
KOTA BANDA ACEH,juli,2014,1.23,109.95
KOTA LHOKSEUMAWE,juli,2014,1.34,110.06
KOTA SIBOLGA,juli,2014,1.62,113.71
KOTA PEMATANG SIANTAR,juli,2014,0.29,115.37
KOTA MEDAN,juli,2014,0.8,113.86
KOTA PADANGSIDIMPUAN,juli,2014,0.95,112.05
KOTA PADANG,juli,2014,0.81,114.81
KOTA BUKITTINGGI,juli,2014,0.87,111.13
TEMBILAHAN,juli,2014,2.22,120.22
KOTA PEKANBARU,juli,2014,0.86,112.85
KOTA DUMAI,juli,2014,0.83,113.55
BUNGO,juli,2014,1.21,111.97
KOTA JAMBI,juli,2014,1.33,113.58
KOTA PALEMBANG,juli,2014,0.89,109.97
KOTA LUBUKLINGGAU,juli,2014,1.72,109.51
KOTA BENGKULU,juli,2014,2.92,116.3
KOTA BANDAR LAMPUNG,juli,2014,1.1,112.01
KOTA METRO,juli,2014,0.95,122.44
TANJUNG PANDAN,juli,2014,2.24,118.89
KOTA PANGKAL PINANG,juli,2014,1.85,113.16
KOTA BATAM,juli,2014,1.15,110.87
KOTA TANJUNG PINANG,juli,2014,1.59,113.78
DKI JAKARTA,juli,2014,1.17,113.38
KOTA BOGOR,juli,2014,0.69,113.37
KOTA SUKABUMI,juli,2014,0.48,113.73
KOTA BANDUNG,juli,2014,0.74,111.73
KOTA CIREBON,juli,2014,0.53,112.25
KOTA BEKASI,juli,2014,1.05,111.83
KOTA DEPOK,juli,2014,0.99,113.42
KOTA TASIKMALAYA,juli,2014,0.86,112.02
CILACAP,juli,2014,1.33,116.38
PURWOKERTO,juli,2014,0.82,112.82
KUDUS,juli,2014,0.81,118.43
KOTA SURAKARTA,juli,2014,0.59,111.43
KOTA SEMARANG,juli,2014,0.62,112.85
KOTA TEGAL,juli,2014,0.79,109.81
KOTA YOGYAKARTA,juli,2014,0.85,112.57
JEMBER,juli,2014,0.41,111.81
BANYUWANGI,juli,2014,0.24,112.86
SUMENEP,juli,2014,0.89,111.53
KOTA KEDIRI,juli,2014,0.73,113.33
KOTA MALANG,juli,2014,0.49,113.01
KOTA PROBOLINGGO,juli,2014,0.99,114.06
KOTA MADIUN,juli,2014,0.61,111.63
KOTA SURABAYA,juli,2014,0.42,112.23
KOTA TANGERANG,juli,2014,0.75,117.21
KOTA CILEGON,juli,2014,1.02,114.12
KOTA SERANG,juli,2014,0.84,115.16
SINGARAJA,juli,2014,0.39,116.8
KOTA DENPASAR,juli,2014,0.49,110.69
KOTA MATARAM,juli,2014,0.98,112.12
KOTA BIMA,juli,2014,1.72,117.08
MAUMERE,juli,2014,0.13,111.07
KOTA KUPANG,juli,2014,1.08,114.86
KOTA PONTIANAK,juli,2014,1.49,117.61
KOTA SINGKAWANG,juli,2014,1.2,112.02
SAMPIT,juli,2014,0.51,112.6
KOTA PALANGKA RAYA,juli,2014,0.22,112.65
TANJUNG,juli,2014,0.4,112.24
KOTA BANJARMASIN,juli,2014,0.69,111.61
KOTA BALIKPAPAN,juli,2014,0.62,114.34
KOTA SAMARINDA,juli,2014,0.66,115.18
KOTA TARAKAN,juli,2014,2.51,119.51
KOTA MANADO,juli,2014,0.85,111.22
KOTA PALU,juli,2014,1.53,115.38
BULUKUMBA,juli,2014,1.43,120
WATAMPONE,juli,2014,1.22,112.94
KOTA MAKASSAR,juli,2014,1.11,110.47
KOTA PARE-PARE,juli,2014,1.02,110.44
KOTA PALOPO,juli,2014,1.94,112.42
KOTA KENDARI,juli,2014,1.82,110.69
KOTA BAU-BAU,juli,2014,1.57,114.49
KOTA GORONTALO,juli,2014,0.77,110.16
MAMUJU,juli,2014,0.84,111.21
KOTA AMBON,juli,2014,0.14,112.01
KOTA TUAL,juli,2014,2.84,116.58
KOTA TERNATE,juli,2014,2.55,117.19
MANOKWARI,juli,2014,0.91,108.37
KOTA SORONG,juli,2014,2,112.08
MERAUKE,juli,2014,0.99,114.87
KOTA JAYAPURA,juli,2014,0.36,112.67
KOTA MEULABOH,agustus,2014,0.68,116.26
KOTA BANDA ACEH,agustus,2014,0.06,110.02
KOTA LHOKSEUMAWE,agustus,2014,0.27,110.36
KOTA SIBOLGA,agustus,2014,-0.3,113.37
KOTA PEMATANG SIANTAR,agustus,2014,0.13,115.52
KOTA MEDAN,agustus,2014,0.67,114.62
KOTA PADANGSIDIMPUAN,agustus,2014,0.66,112.79
KOTA PADANG,agustus,2014,1.83,116.91
KOTA BUKITTINGGI,agustus,2014,0.91,112.14
TEMBILAHAN,agustus,2014,-0.05,120.16
KOTA PEKANBARU,agustus,2014,1.04,114.02
KOTA DUMAI,agustus,2014,0.65,114.29
BUNGO,agustus,2014,0.44,112.46
KOTA JAMBI,agustus,2014,0.16,113.76
KOTA PALEMBANG,agustus,2014,0.1,110.08
KOTA LUBUKLINGGAU,agustus,2014,0.06,109.58
KOTA BENGKULU,agustus,2014,0.67,117.08
KOTA BANDAR LAMPUNG,agustus,2014,0.78,112.88
KOTA METRO,agustus,2014,0.12,122.59
TANJUNG PANDAN,agustus,2014,1.98,121.24
KOTA PANGKAL PINANG,agustus,2014,0.18,113.36
KOTA BATAM,agustus,2014,0.5,111.42
KOTA TANJUNG PINANG,agustus,2014,0.53,114.38
DKI JAKARTA,agustus,2014,0.49,113.94
KOTA BOGOR,agustus,2014,0.34,113.75
KOTA SUKABUMI,agustus,2014,0.25,114.02
KOTA BANDUNG,agustus,2014,0.41,112.19
KOTA CIREBON,agustus,2014,0.91,113.27
KOTA BEKASI,agustus,2014,0.51,112.4
KOTA DEPOK,agustus,2014,0.34,113.81
KOTA TASIKMALAYA,agustus,2014,0.66,112.76
CILACAP,agustus,2014,0.52,116.99
PURWOKERTO,agustus,2014,0.43,113.3
KUDUS,agustus,2014,0.58,119.12
KOTA SURAKARTA,agustus,2014,0.46,111.94
KOTA SEMARANG,agustus,2014,0.41,113.31
KOTA TEGAL,agustus,2014,0.57,110.44
KOTA YOGYAKARTA,agustus,2014,0.09,112.67
JEMBER,agustus,2014,-0.06,111.74
BANYUWANGI,agustus,2014,-0.12,112.72
SUMENEP,agustus,2014,0.31,111.88
KOTA KEDIRI,agustus,2014,0.06,113.4
KOTA MALANG,agustus,2014,0.47,113.54
KOTA PROBOLINGGO,agustus,2014,0.07,114.14
KOTA MADIUN,agustus,2014,0.35,112.02
KOTA SURABAYA,agustus,2014,0.5,112.79
KOTA TANGERANG,agustus,2014,0.89,118.25
KOTA CILEGON,agustus,2014,0.69,114.91
KOTA SERANG,agustus,2014,1.16,116.5
SINGARAJA,agustus,2014,0.77,117.7
KOTA DENPASAR,agustus,2014,0.66,111.42
KOTA MATARAM,agustus,2014,0.73,112.94
KOTA BIMA,agustus,2014,0.42,117.57
MAUMERE,agustus,2014,0.35,111.46
KOTA KUPANG,agustus,2014,-0.87,113.86
KOTA PONTIANAK,agustus,2014,-0.03,117.57
KOTA SINGKAWANG,agustus,2014,1.43,113.62
SAMPIT,agustus,2014,-0.06,112.53
KOTA PALANGKA RAYA,agustus,2014,-0.36,112.25
TANJUNG,agustus,2014,-0.12,112.1
KOTA BANJARMASIN,agustus,2014,0.02,111.63
KOTA BALIKPAPAN,agustus,2014,0.59,115.02
KOTA SAMARINDA,agustus,2014,-0.01,115.17
KOTA TARAKAN,agustus,2014,0.56,120.18
KOTA MANADO,agustus,2014,-0.26,110.93
KOTA PALU,agustus,2014,0.14,115.54
BULUKUMBA,agustus,2014,0.28,120.33
WATAMPONE,agustus,2014,0.06,113.01
KOTA MAKASSAR,agustus,2014,0.5,111.02
KOTA PARE-PARE,agustus,2014,0.37,110.85
KOTA PALOPO,agustus,2014,-0.36,112.01
KOTA KENDARI,agustus,2014,-0.11,110.57
KOTA BAU-BAU,agustus,2014,1.5,116.21
KOTA GORONTALO,agustus,2014,-0.52,109.59
MAMUJU,agustus,2014,0.49,111.75
KOTA AMBON,agustus,2014,0.12,112.15
KOTA TUAL,agustus,2014,1.76,118.63
KOTA TERNATE,agustus,2014,-1.02,116
MANOKWARI,agustus,2014,1.82,110.34
KOTA SORONG,agustus,2014,1.92,114.23
MERAUKE,agustus,2014,0.58,115.54
KOTA JAYAPURA,agustus,2014,-0.1,112.56
KOTA MEULABOH,september,2014,0.58,116.93
KOTA BANDA ACEH,september,2014,0.47,110.54
KOTA LHOKSEUMAWE,september,2014,0.5,110.91
KOTA SIBOLGA,september,2014,0.37,113.79
KOTA PEMATANG SIANTAR,september,2014,0.57,116.18
KOTA MEDAN,september,2014,0.23,114.88
KOTA PADANGSIDIMPUAN,september,2014,0.14,112.95
KOTA PADANG,september,2014,0.33,117.3
KOTA BUKITTINGGI,september,2014,0.95,113.21
TEMBILAHAN,september,2014,-0.04,120.11
KOTA PEKANBARU,september,2014,0.43,114.51
KOTA DUMAI,september,2014,0.64,115.02
BUNGO,september,2014,0.6,113.13
KOTA JAMBI,september,2014,0.13,113.91
KOTA PALEMBANG,september,2014,0.47,110.6
KOTA LUBUKLINGGAU,september,2014,0.44,110.06
KOTA BENGKULU,september,2014,0.73,117.93
KOTA BANDAR LAMPUNG,september,2014,0.22,113.13
KOTA METRO,september,2014,-0.29,122.24
TANJUNG PANDAN,september,2014,-0.12,121.1
KOTA PANGKAL PINANG,september,2014,1.29,114.82
KOTA BATAM,september,2014,0.48,111.95
KOTA TANJUNG PINANG,september,2014,0.06,114.45
DKI JAKARTA,september,2014,0.16,114.12
KOTA BOGOR,september,2014,0.36,114.16
KOTA SUKABUMI,september,2014,0.31,114.37
KOTA BANDUNG,september,2014,0.57,112.83
KOTA CIREBON,september,2014,0.39,113.71
KOTA BEKASI,september,2014,0.12,112.54
KOTA DEPOK,september,2014,0.04,113.85
KOTA TASIKMALAYA,september,2014,-0.15,112.59
CILACAP,september,2014,0.07,117.07
PURWOKERTO,september,2014,-0.24,113.03
KUDUS,september,2014,-0.03,119.09
KOTA SURAKARTA,september,2014,0.11,112.06
KOTA SEMARANG,september,2014,0.41,113.77
KOTA TEGAL,september,2014,0.18,110.64
KOTA YOGYAKARTA,september,2014,0.49,113.22
JEMBER,september,2014,0.41,112.2
BANYUWANGI,september,2014,0.11,112.84
SUMENEP,september,2014,0.25,112.16
KOTA KEDIRI,september,2014,0.34,113.79
KOTA MALANG,september,2014,0.26,113.83
KOTA PROBOLINGGO,september,2014,0.04,114.19
KOTA MADIUN,september,2014,0.07,112.1
KOTA SURABAYA,september,2014,0.41,113.25
KOTA TANGERANG,september,2014,0.52,118.86
KOTA CILEGON,september,2014,0.33,115.29
KOTA SERANG,september,2014,0.43,117
SINGARAJA,september,2014,0.92,118.78
KOTA DENPASAR,september,2014,0.21,111.65
KOTA MATARAM,september,2014,0.26,113.23
KOTA BIMA,september,2014,0.49,118.15
MAUMERE,september,2014,-0.55,110.85
KOTA KUPANG,september,2014,-0.32,113.5
KOTA PONTIANAK,september,2014,0.13,117.72
KOTA SINGKAWANG,september,2014,0.62,114.32
SAMPIT,september,2014,0.37,112.95
KOTA PALANGKA RAYA,september,2014,0.51,112.82
TANJUNG,september,2014,0.42,112.57
KOTA BANJARMASIN,september,2014,0.18,111.83
KOTA BALIKPAPAN,september,2014,0.51,115.61
KOTA SAMARINDA,september,2014,0.04,115.22
KOTA TARAKAN,september,2014,0.71,121.03
KOTA MANADO,september,2014,-0.03,110.9
KOTA PALU,september,2014,-0.36,115.12
BULUKUMBA,september,2014,-0.28,119.99
WATAMPONE,september,2014,-0.18,112.81
KOTA MAKASSAR,september,2014,0.39,111.45
KOTA PARE-PARE,september,2014,0.04,110.89
KOTA PALOPO,september,2014,-0.6,111.34
KOTA KENDARI,september,2014,-0.13,110.43
KOTA BAU-BAU,september,2014,-0.77,115.31
KOTA GORONTALO,september,2014,0.03,109.62
MAMUJU,september,2014,0.71,112.54
KOTA AMBON,september,2014,-0.26,111.86
KOTA TUAL,september,2014,-0.89,117.57
KOTA TERNATE,september,2014,0.87,117.01
MANOKWARI,september,2014,-0.22,110.1
KOTA SORONG,september,2014,0.85,115.2
MERAUKE,september,2014,1.08,116.79
KOTA JAYAPURA,september,2014,0.46,113.08
KOTA MEULABOH,oktober,2014,0.82,117.89
KOTA BANDA ACEH,oktober,2014,0.38,110.96
KOTA LHOKSEUMAWE,oktober,2014,0.53,111.5
KOTA SIBOLGA,oktober,2014,0.69,114.57
KOTA PEMATANG SIANTAR,oktober,2014,0.28,116.51
KOTA MEDAN,oktober,2014,0.71,115.69
KOTA PADANGSIDIMPUAN,oktober,2014,0.36,113.36
KOTA PADANG,oktober,2014,1.18,118.68
KOTA BUKITTINGGI,oktober,2014,0.49,113.77
TEMBILAHAN,oktober,2014,0.55,120.77
KOTA PEKANBARU,oktober,2014,0.56,115.15
KOTA DUMAI,oktober,2014,0.42,115.5
BUNGO,oktober,2014,0.8,114.03
KOTA JAMBI,oktober,2014,0.51,114.49
KOTA PALEMBANG,oktober,2014,0.8,111.49
KOTA LUBUKLINGGAU,oktober,2014,0.64,110.76
KOTA BENGKULU,oktober,2014,0.39,118.39
KOTA BANDAR LAMPUNG,oktober,2014,0.83,114.07
KOTA METRO,oktober,2014,0.18,122.46
TANJUNG PANDAN,oktober,2014,-0.12,120.95
KOTA PANGKAL PINANG,oktober,2014,-0.68,114.04
KOTA BATAM,oktober,2014,0.29,112.28
KOTA TANJUNG PINANG,oktober,2014,0.66,115.2
DKI JAKARTA,oktober,2014,0.4,114.58
KOTA BOGOR,oktober,2014,0.4,114.62
KOTA SUKABUMI,oktober,2014,0.31,114.72
KOTA BANDUNG,oktober,2014,0.14,112.99
KOTA CIREBON,oktober,2014,0.18,113.92
KOTA BEKASI,oktober,2014,0.36,112.95
KOTA DEPOK,oktober,2014,0.5,114.42
KOTA TASIKMALAYA,oktober,2014,0.33,112.96
CILACAP,oktober,2014,0.19,117.29
PURWOKERTO,oktober,2014,0.41,113.49
KUDUS,oktober,2014,0.43,119.6
KOTA SURAKARTA,oktober,2014,0.46,112.57
KOTA SEMARANG,oktober,2014,0.55,114.4
KOTA TEGAL,oktober,2014,0.95,111.69
KOTA YOGYAKARTA,oktober,2014,0.28,113.54
JEMBER,oktober,2014,0.12,112.34
BANYUWANGI,oktober,2014,0.51,113.42
SUMENEP,oktober,2014,0.65,112.89
KOTA KEDIRI,oktober,2014,0.32,114.15
KOTA MALANG,oktober,2014,0.4,114.28
KOTA PROBOLINGGO,oktober,2014,0.46,114.72
KOTA MADIUN,oktober,2014,0.46,112.62
KOTA SURABAYA,oktober,2014,0.49,113.8
KOTA TANGERANG,oktober,2014,1.23,120.32
KOTA CILEGON,oktober,2014,0.88,116.31
KOTA SERANG,oktober,2014,0.37,117.43
SINGARAJA,oktober,2014,0.66,119.56
KOTA DENPASAR,oktober,2014,0.63,112.35
KOTA MATARAM,oktober,2014,0.3,113.57
KOTA BIMA,oktober,2014,-0.47,117.6
MAUMERE,oktober,2014,-0.51,110.29
KOTA KUPANG,oktober,2014,0.24,113.77
KOTA PONTIANAK,oktober,2014,-0.42,117.22
KOTA SINGKAWANG,oktober,2014,-0.48,113.77
SAMPIT,oktober,2014,0.41,113.41
KOTA PALANGKA RAYA,oktober,2014,0.33,113.19
TANJUNG,oktober,2014,0.2,112.79
KOTA BANJARMASIN,oktober,2014,0.56,112.46
KOTA BALIKPAPAN,oktober,2014,-0.48,115.05
KOTA SAMARINDA,oktober,2014,0.6,115.91
KOTA TARAKAN,oktober,2014,0.37,121.48
KOTA MANADO,oktober,2014,1.42,112.47
KOTA PALU,oktober,2014,1.31,116.63
BULUKUMBA,oktober,2014,0.29,120.34
WATAMPONE,oktober,2014,0.13,112.96
KOTA MAKASSAR,oktober,2014,0.43,111.93
KOTA PARE-PARE,oktober,2014,0.43,111.37
KOTA PALOPO,oktober,2014,0.38,111.76
KOTA KENDARI,oktober,2014,0.18,110.63
KOTA BAU-BAU,oktober,2014,0.66,116.07
KOTA GORONTALO,oktober,2014,0.36,110.01
MAMUJU,oktober,2014,0.06,112.61
KOTA AMBON,oktober,2014,0.15,112.03
KOTA TUAL,oktober,2014,2.18,120.13
KOTA TERNATE,oktober,2014,0.96,118.13
MANOKWARI,oktober,2014,0.41,110.55
KOTA SORONG,oktober,2014,-1.08,113.96
MERAUKE,oktober,2014,0.25,117.08
KOTA JAYAPURA,oktober,2014,0.71,113.88
KOTA MEULABOH,november,2014,1.08,119.16
KOTA BANDA ACEH,november,2014,1.28,112.38
KOTA LHOKSEUMAWE,november,2014,1.6,113.28
KOTA SIBOLGA,november,2014,2.45,117.38
KOTA PEMATANG SIANTAR,november,2014,1.95,118.78
KOTA MEDAN,november,2014,1.75,117.71
KOTA PADANGSIDIMPUAN,november,2014,1.98,115.61
KOTA PADANG,november,2014,3.44,122.76
KOTA BUKITTINGGI,november,2014,2.03,116.08
TEMBILAHAN,november,2014,0.99,121.97
KOTA PEKANBARU,november,2014,2.1,117.57
KOTA DUMAI,november,2014,1.86,117.65
BUNGO,november,2014,2.29,116.64
KOTA JAMBI,november,2014,2.18,116.99
KOTA PALEMBANG,november,2014,2.1,113.83
KOTA LUBUKLINGGAU,november,2014,2.07,113.05
KOTA BENGKULU,november,2014,2.11,120.89
KOTA BANDAR LAMPUNG,november,2014,1.04,115.26
KOTA METRO,november,2014,1,123.69
TANJUNG PANDAN,november,2014,1.59,122.87
KOTA PANGKAL PINANG,november,2014,1.1,115.29
KOTA BATAM,november,2014,1.49,113.95
KOTA TANJUNG PINANG,november,2014,0.77,116.09
DKI JAKARTA,november,2014,1.43,116.22
KOTA BOGOR,november,2014,1.49,116.33
KOTA SUKABUMI,november,2014,1.56,116.51
KOTA BANDUNG,november,2014,1.27,114.43
KOTA CIREBON,november,2014,1,115.06
KOTA BEKASI,november,2014,1.99,115.2
KOTA DEPOK,november,2014,1.81,116.49
KOTA TASIKMALAYA,november,2014,1.08,114.18
CILACAP,november,2014,1.52,119.07
PURWOKERTO,november,2014,1.38,115.06
KUDUS,november,2014,1.31,121.17
KOTA SURAKARTA,november,2014,1.47,114.23
KOTA SEMARANG,november,2014,1.35,115.95
KOTA TEGAL,november,2014,1.05,112.86
KOTA YOGYAKARTA,november,2014,1.13,114.82
JEMBER,november,2014,1.92,114.5
BANYUWANGI,november,2014,1.22,114.8
SUMENEP,november,2014,1.28,114.33
KOTA KEDIRI,november,2014,1.66,116.04
KOTA MALANG,november,2014,1.51,116.01
KOTA PROBOLINGGO,november,2014,1.31,116.22
KOTA MADIUN,november,2014,1.51,114.32
KOTA SURABAYA,november,2014,1.27,115.24
KOTA TANGERANG,november,2014,1.32,121.91
KOTA CILEGON,november,2014,1.38,117.92
KOTA SERANG,november,2014,1.68,119.4
SINGARAJA,november,2014,2.08,122.05
KOTA DENPASAR,november,2014,1.62,114.17
KOTA MATARAM,november,2014,1.14,114.86
KOTA BIMA,november,2014,0.34,118
MAUMERE,november,2014,0.41,110.74
KOTA KUPANG,november,2014,1.88,115.91
KOTA PONTIANAK,november,2014,1.41,118.87
KOTA SINGKAWANG,november,2014,1.07,114.99
SAMPIT,november,2014,1.33,114.92
KOTA PALANGKA RAYA,november,2014,0.92,114.23
TANJUNG,november,2014,1.26,114.21
KOTA BANJARMASIN,november,2014,1.47,114.11
KOTA BALIKPAPAN,november,2014,1.03,116.23
KOTA SAMARINDA,november,2014,1.15,117.24
KOTA TARAKAN,november,2014,1.7,123.55
KOTA MANADO,november,2014,1.56,114.23
KOTA PALU,november,2014,0.21,116.87
BULUKUMBA,november,2014,1.6,122.27
WATAMPONE,november,2014,1.43,114.57
KOTA MAKASSAR,november,2014,1.36,113.45
KOTA PARE-PARE,november,2014,1.87,113.45
KOTA PALOPO,november,2014,1.46,113.39
KOTA KENDARI,november,2014,1.67,112.48
KOTA BAU-BAU,november,2014,1.62,117.95
KOTA GORONTALO,november,2014,0.63,110.7
MAMUJU,november,2014,1.29,114.06
KOTA AMBON,november,2014,0.82,112.95
KOTA TUAL,november,2014,2.86,123.57
KOTA TERNATE,november,2014,0.41,118.61
MANOKWARI,november,2014,0.07,110.63
KOTA SORONG,november,2014,0.09,114.06
MERAUKE,november,2014,1.24,118.53
KOTA JAYAPURA,november,2014,1.24,115.29
KOTA MEULABOH,desember,2014,1.17,120.56
KOTA BANDA ACEH,desember,2014,2.19,114.84
KOTA LHOKSEUMAWE,desember,2014,1.95,115.49
KOTA SIBOLGA,desember,2014,1.72,119.4
KOTA PEMATANG SIANTAR,desember,2014,2.69,121.97
KOTA MEDAN,desember,2014,2.53,120.69
KOTA PADANGSIDIMPUAN,desember,2014,2.29,118.26
KOTA PADANG,desember,2014,2.66,126.03
KOTA BUKITTINGGI,desember,2014,1.84,118.22
TEMBILAHAN,desember,2014,1.71,124.06
KOTA PEKANBARU,desember,2014,1.69,119.56
KOTA DUMAI,desember,2014,1.66,119.6
BUNGO,desember,2014,2.07,119.06
KOTA JAMBI,desember,2014,2.61,120.04
KOTA PALEMBANG,desember,2014,2.75,116.96
KOTA LUBUKLINGGAU,desember,2014,3.03,116.47
KOTA BENGKULU,desember,2014,3.03,124.55
KOTA BANDAR LAMPUNG,desember,2014,2.72,118.4
KOTA METRO,desember,2014,2.59,126.89
TANJUNG PANDAN,desember,2014,3.21,126.82
KOTA PANGKAL PINANG,desember,2014,2.58,118.26
KOTA BATAM,desember,2014,2.69,117.01
KOTA TANJUNG PINANG,desember,2014,2.79,119.33
DKI JAKARTA,desember,2014,2.74,119.41
KOTA BOGOR,desember,2014,1.86,118.49
KOTA SUKABUMI,desember,2014,2.43,119.34
KOTA BANDUNG,desember,2014,2.34,117.11
KOTA CIREBON,desember,2014,1.78,117.11
KOTA BEKASI,desember,2014,1.99,117.49
KOTA DEPOK,desember,2014,2.13,118.97
KOTA TASIKMALAYA,desember,2014,2.44,116.97
CILACAP,desember,2014,1.77,121.18
PURWOKERTO,desember,2014,2,117.36
KUDUS,desember,2014,2.47,124.16
KOTA SURAKARTA,desember,2014,2.28,116.84
KOTA SEMARANG,desember,2014,2.4,118.73
KOTA TEGAL,desember,2014,1.66,114.73
KOTA YOGYAKARTA,desember,2014,1.76,116.84
JEMBER,desember,2014,2.64,117.52
BANYUWANGI,desember,2014,2.5,117.67
SUMENEP,desember,2014,2.6,117.3
KOTA KEDIRI,desember,2014,2.52,118.96
KOTA MALANG,desember,2014,2.72,119.16
KOTA PROBOLINGGO,desember,2014,2.15,118.72
KOTA MADIUN,desember,2014,2.2,116.83
KOTA SURABAYA,desember,2014,2.23,117.81
KOTA TANGERANG,desember,2014,2.39,124.82
KOTA CILEGON,desember,2014,2.54,120.92
KOTA SERANG,desember,2014,3.07,123.07
SINGARAJA,desember,2014,2.8,125.47
