City,Month,Year,Inflation,CPI
KOTA BANJARMASIN,juli,2013,2.24,148.97
KOTA BALIKPAPAN,juli,2013,3.75,154.93
KOTA SAMARINDA,juli,2013,4.1,156.87
KOTA TARAKAN,juli,2013,2.91,174.33
KOTA MANADO,juli,2013,3.96,141.56
KOTA PALU,juli,2013,4.59,149.44
BULUKUMBA,juli,2013,0,0
WATAMPONE,juli,2013,2.44,155.63
KOTA MAKASSAR,juli,2013,3.03,142.33
KOTA PARE-PARE,juli,2013,3.88,142.91
KOTA PALOPO,juli,2013,2.98,148.56
KOTA KENDARI,juli,2013,4.85,151.15
KOTA BAU-BAU,juli,2013,0,0
KOTA GORONTALO,juli,2013,2.77,144.86
MAMUJU,juli,2013,2.42,144.19
KOTA AMBON,juli,2013,4.03,150.28
KOTA TUAL,juli,2013,0,0
KOTA TERNATE,juli,2013,6.04,147.05
MANOKWARI,juli,2013,2.11,157.52
KOTA SORONG,juli,2013,5.09,167.49
MERAUKE,juli,2013,0,0
KOTA JAYAPURA,juli,2013,3.44,139.66
KOTA MEULABOH,agustus,2013,0,0
KOTA BANDA ACEH,agustus,2013,1.04,135.12
KOTA LHOKSEUMAWE,agustus,2013,0.26,144.25
KOTA SIBOLGA,agustus,2013,0.78,153.25
KOTA PEMATANG SIANTAR,agustus,2013,0.37,150.96
KOTA MEDAN,agustus,2013,0.5,146.35
KOTA PADANGSIDIMPUAN,agustus,2013,0.97,146.79
KOTA PADANG,agustus,2013,0.91,152.59
KOTA BUKITTINGGI,agustus,2013,0,0
TEMBILAHAN,agustus,2013,0,0
KOTA PEKANBARU,agustus,2013,0.8,142.81
KOTA DUMAI,agustus,2013,0.61,147.01
BUNGO,agustus,2013,0,0
KOTA JAMBI,agustus,2013,1.2,151.1
KOTA PALEMBANG,agustus,2013,0.58,142.31
KOTA LUBUKLINGGAU,agustus,2013,0,0
KOTA BENGKULU,agustus,2013,0.82,155
KOTA BANDAR LAMPUNG,agustus,2013,1.27,157.33
KOTA METRO,agustus,2013,0,0
TANJUNG PANDAN,agustus,2013,0,0
KOTA PANGKAL PINANG,agustus,2013,0.15,162.47
KOTA BATAM,agustus,2013,0.9,134.96
KOTA TANJUNG PINANG,agustus,2013,1.1,145.45
DKI JAKARTA,agustus,2013,0.95,142.7
KOTA BOGOR,agustus,2013,0.41,147.72
KOTA SUKABUMI,agustus,2013,0.83,145.3
KOTA BANDUNG,agustus,2013,1.38,139.46
KOTA CIREBON,agustus,2013,1.42,150.49
KOTA BEKASI,agustus,2013,1.73,146.94
KOTA DEPOK,agustus,2013,1.05,147.81
KOTA TASIKMALAYA,agustus,2013,0.89,146.07
CILACAP,agustus,2013,0,0
PURWOKERTO,agustus,2013,1.08,144.75
KUDUS,agustus,2013,0,0
KOTA SURAKARTA,agustus,2013,0.45,135.24
KOTA SEMARANG,agustus,2013,1.25,145.11
KOTA TEGAL,agustus,2013,1.98,142.35
KOTA YOGYAKARTA,agustus,2013,0.87,144.58
JEMBER,agustus,2013,1.08,145.18
BANYUWANGI,agustus,2013,0,0
SUMENEP,agustus,2013,0.96,143.66
KOTA KEDIRI,agustus,2013,1.06,144.87
KOTA MALANG,agustus,2013,0.77,146.13
KOTA PROBOLINGGO,agustus,2013,1.41,151.21
KOTA MADIUN,agustus,2013,0.92,148.55
KOTA SURABAYA,agustus,2013,0.99,144.22
KOTA TANGERANG,agustus,2013,0.84,149.71
KOTA CILEGON,agustus,2013,0.67,144.98
KOTA SERANG,agustus,2013,1.05,152.75
SINGARAJA,agustus,2013,0,0
KOTA DENPASAR,agustus,2013,0.83,146.42
KOTA MATARAM,agustus,2013,0.78,160.8
KOTA BIMA,agustus,2013,2.77,162.35
MAUMERE,agustus,2013,2.01,164.99
KOTA KUPANG,agustus,2013,0.19,157.37
KOTA PONTIANAK,agustus,2013,1.47,159.63
KOTA SINGKAWANG,agustus,2013,1.04,147.82
SAMPIT,agustus,2013,1.41,148.8
KOTA PALANGKA RAYA,agustus,2013,1.37,153.85
TANJUNG,agustus,2013,0,0
KOTA BANJARMASIN,agustus,2013,1.99,151.93
KOTA BALIKPAPAN,agustus,2013,1.3,156.95
KOTA SAMARINDA,agustus,2013,2.22,160.35
KOTA TARAKAN,agustus,2013,1.64,177.19
KOTA MANADO,agustus,2013,2.27,144.78
KOTA PALU,agustus,2013,2.1,152.58
BULUKUMBA,agustus,2013,0,0
WATAMPONE,agustus,2013,1.93,158.64
KOTA MAKASSAR,agustus,2013,1.48,144.43
KOTA PARE-PARE,agustus,2013,2.21,146.07
KOTA PALOPO,agustus,2013,1.96,151.47
KOTA KENDARI,agustus,2013,0.94,152.57
KOTA BAU-BAU,agustus,2013,0,0
KOTA GORONTALO,agustus,2013,1.89,147.6
MAMUJU,agustus,2013,1.26,146.01
KOTA AMBON,agustus,2013,4.79,157.48
KOTA TUAL,agustus,2013,0,0
KOTA TERNATE,agustus,2013,3.66,152.43
MANOKWARI,agustus,2013,1.56,159.98
KOTA SORONG,agustus,2013,6.47,178.32
MERAUKE,agustus,2013,0,0
KOTA JAYAPURA,agustus,2013,1.51,141.77
KOTA MEULABOH,september,2013,0,0
KOTA BANDA ACEH,september,2013,-0.6,134.31
KOTA LHOKSEUMAWE,september,2013,-0.95,142.88
KOTA SIBOLGA,september,2013,-0.99,151.73
KOTA PEMATANG SIANTAR,september,2013,0.73,152.06
KOTA MEDAN,september,2013,0.12,146.53
KOTA PADANGSIDIMPUAN,september,2013,-0.67,145.8
KOTA PADANG,september,2013,0.05,152.67
KOTA BUKITTINGGI,september,2013,0,0
TEMBILAHAN,september,2013,0,0
KOTA PEKANBARU,september,2013,0.24,143.15
KOTA DUMAI,september,2013,0.32,147.48
BUNGO,september,2013,0,0
KOTA JAMBI,september,2013,-0.92,149.71
KOTA PALEMBANG,september,2013,-0.44,141.68
KOTA LUBUKLINGGAU,september,2013,0,0
KOTA BENGKULU,september,2013,0.33,155.51
KOTA BANDAR LAMPUNG,september,2013,0.23,157.69
KOTA METRO,september,2013,0,0
TANJUNG PANDAN,september,2013,0,0
KOTA PANGKAL PINANG,september,2013,-0.89,161.02
KOTA BATAM,september,2013,0.53,135.67
KOTA TANJUNG PINANG,september,2013,1.7,147.92
DKI JAKARTA,september,2013,0.21,143
KOTA BOGOR,september,2013,-0.71,146.67
KOTA SUKABUMI,september,2013,0.04,145.36
KOTA BANDUNG,september,2013,-0.49,138.78
KOTA CIREBON,september,2013,-0.56,149.64
KOTA BEKASI,september,2013,-1.2,145.17
KOTA DEPOK,september,2013,-0.57,146.97
KOTA TASIKMALAYA,september,2013,-0.04,146.01
CILACAP,september,2013,0,0
PURWOKERTO,september,2013,-0.71,143.72
KUDUS,september,2013,0,0
KOTA SURAKARTA,september,2013,-1.35,133.41
KOTA SEMARANG,september,2013,-0.61,144.22
KOTA TEGAL,september,2013,-0.15,142.14
KOTA YOGYAKARTA,september,2013,-0.24,144.24
JEMBER,september,2013,-0.24,144.83
BANYUWANGI,september,2013,0,0
SUMENEP,september,2013,-1.44,141.59
KOTA KEDIRI,september,2013,-0.28,144.47
KOTA MALANG,september,2013,-0.57,145.3
KOTA PROBOLINGGO,september,2013,-0.5,150.45
KOTA MADIUN,september,2013,-0.75,147.43
KOTA SURABAYA,september,2013,-0.02,144.19
KOTA TANGERANG,september,2013,-0.59,148.82
KOTA CILEGON,september,2013,-0.5,144.25
KOTA SERANG,september,2013,-0.39,152.16
SINGARAJA,september,2013,0,0
KOTA DENPASAR,september,2013,-0.45,145.76
KOTA MATARAM,september,2013,-1.51,158.37
KOTA BIMA,september,2013,-1.15,160.49
MAUMERE,september,2013,-1.57,162.4
KOTA KUPANG,september,2013,-0.92,155.92
KOTA PONTIANAK,september,2013,-0.75,158.43
KOTA SINGKAWANG,september,2013,0.04,147.88
SAMPIT,september,2013,-1.48,146.6
KOTA PALANGKA RAYA,september,2013,-1.3,151.85
TANJUNG,september,2013,0,0
KOTA BANJARMASIN,september,2013,-0.6,151.02
KOTA BALIKPAPAN,september,2013,-1.33,154.86
KOTA SAMARINDA,september,2013,-0.67,159.27
KOTA TARAKAN,september,2013,-0.37,176.53
KOTA MANADO,september,2013,-2.1,141.74
KOTA PALU,september,2013,-0.75,151.43
BULUKUMBA,september,2013,0,0
WATAMPONE,september,2013,0.37,159.23
KOTA MAKASSAR,september,2013,-0.1,144.29
KOTA PARE-PARE,september,2013,-1.12,144.44
KOTA PALOPO,september,2013,-0.81,150.25
KOTA KENDARI,september,2013,-0.82,151.32
KOTA BAU-BAU,september,2013,0,0
KOTA GORONTALO,september,2013,-3.43,142.53
MAMUJU,september,2013,-0.27,145.62
KOTA AMBON,september,2013,-0.92,156.03
KOTA TUAL,september,2013,0,0
KOTA TERNATE,september,2013,-2.39,148.78
MANOKWARI,september,2013,-2.97,155.23
KOTA SORONG,september,2013,-4.28,170.68
MERAUKE,september,2013,0,0
KOTA JAYAPURA,september,2013,-1.14,140.15
KOTA MEULABOH,oktober,2013,0,0
KOTA BANDA ACEH,oktober,2013,0.17,134.54
KOTA LHOKSEUMAWE,oktober,2013,0.64,143.8
KOTA SIBOLGA,oktober,2013,1.25,153.62
KOTA PEMATANG SIANTAR,oktober,2013,0.47,152.78
KOTA MEDAN,oktober,2013,1,147.99
KOTA PADANGSIDIMPUAN,oktober,2013,0.78,146.94
KOTA PADANG,oktober,2013,0.68,153.71
KOTA BUKITTINGGI,oktober,2013,0,0
TEMBILAHAN,oktober,2013,0,0
KOTA PEKANBARU,oktober,2013,0.8,144.29
KOTA DUMAI,oktober,2013,1.17,149.21
BUNGO,oktober,2013,0,0
KOTA JAMBI,oktober,2013,0.87,151.01
KOTA PALEMBANG,oktober,2013,0.83,142.86
KOTA LUBUKLINGGAU,oktober,2013,0,0
KOTA BENGKULU,oktober,2013,0.31,155.99
KOTA BANDAR LAMPUNG,oktober,2013,0.49,158.47
KOTA METRO,oktober,2013,0,0
TANJUNG PANDAN,oktober,2013,0,0
KOTA PANGKAL PINANG,oktober,2013,0.14,161.25
KOTA BATAM,oktober,2013,0.27,136.04
KOTA TANJUNG PINANG,oktober,2013,-0.29,147.49
DKI JAKARTA,oktober,2013,-0.03,142.95
KOTA BOGOR,oktober,2013,0.13,146.86
KOTA SUKABUMI,oktober,2013,0.2,145.65
KOTA BANDUNG,oktober,2013,-0.06,138.7
KOTA CIREBON,oktober,2013,-0.12,149.46
KOTA BEKASI,oktober,2013,-0.15,144.95
KOTA DEPOK,oktober,2013,0.12,147.15
KOTA TASIKMALAYA,oktober,2013,0.23,146.34
CILACAP,oktober,2013,0,0
PURWOKERTO,oktober,2013,0.88,144.98
KUDUS,oktober,2013,0,0
KOTA SURAKARTA,oktober,2013,0.4,133.94
KOTA SEMARANG,oktober,2013,0.12,144.39
KOTA TEGAL,oktober,2013,-0.2,141.86
KOTA YOGYAKARTA,oktober,2013,0.61,145.12
JEMBER,oktober,2013,-0.12,144.66
BANYUWANGI,oktober,2013,0,0
SUMENEP,oktober,2013,0.54,142.36
KOTA KEDIRI,oktober,2013,-0.1,144.32
KOTA MALANG,oktober,2013,0.16,145.53
KOTA PROBOLINGGO,oktober,2013,-0.15,150.23
KOTA MADIUN,oktober,2013,0.2,147.73
KOTA SURABAYA,oktober,2013,-0.16,143.96
KOTA TANGERANG,oktober,2013,0.15,149.05
KOTA CILEGON,oktober,2013,0.06,144.33
KOTA SERANG,oktober,2013,0.16,152.41
SINGARAJA,oktober,2013,0,0
KOTA DENPASAR,oktober,2013,-0.25,145.39
KOTA MATARAM,oktober,2013,0.62,159.35
KOTA BIMA,oktober,2013,-0.25,160.09
MAUMERE,oktober,2013,-0.17,162.12
KOTA KUPANG,oktober,2013,-0.67,154.87
KOTA PONTIANAK,oktober,2013,0.73,159.59
KOTA SINGKAWANG,oktober,2013,0.16,148.11
SAMPIT,oktober,2013,-0.33,146.12
KOTA PALANGKA RAYA,oktober,2013,-0.25,151.47
TANJUNG,oktober,2013,0,0
KOTA BANJARMASIN,oktober,2013,-0.22,150.69
KOTA BALIKPAPAN,oktober,2013,0.12,155.04
KOTA SAMARINDA,oktober,2013,0.04,159.33
KOTA TARAKAN,oktober,2013,0.56,177.51
KOTA MANADO,oktober,2013,-1.1,140.18
KOTA PALU,oktober,2013,-0.69,150.38
BULUKUMBA,oktober,2013,0,0
WATAMPONE,oktober,2013,-0.02,159.2
KOTA MAKASSAR,oktober,2013,-0.74,143.22
KOTA PARE-PARE,oktober,2013,-1.44,142.36
KOTA PALOPO,oktober,2013,-0.33,149.76
KOTA KENDARI,oktober,2013,-1.19,149.52
KOTA BAU-BAU,oktober,2013,0,0
KOTA GORONTALO,oktober,2013,0.53,143.29
MAMUJU,oktober,2013,0.36,146.15
KOTA AMBON,oktober,2013,-3.82,150.07
KOTA TUAL,oktober,2013,0,0
KOTA TERNATE,oktober,2013,0.44,149.44
MANOKWARI,oktober,2013,-0.2,154.92
KOTA SORONG,oktober,2013,-2.68,166.1
MERAUKE,oktober,2013,0,0
KOTA JAYAPURA,oktober,2013,0.46,140.79
KOTA MEULABOH,november,2013,0,0
KOTA BANDA ACEH,november,2013,-0.13,134.37
KOTA LHOKSEUMAWE,november,2013,0.65,144.74
KOTA SIBOLGA,november,2013,0.03,153.66
KOTA PEMATANG SIANTAR,november,2013,1.39,154.9
KOTA MEDAN,november,2013,0.61,148.89
KOTA PADANGSIDIMPUAN,november,2013,0.99,148.4
KOTA PADANG,november,2013,0.39,154.31
KOTA BUKITTINGGI,november,2013,0,0
TEMBILAHAN,november,2013,0,0
KOTA PEKANBARU,november,2013,0.45,144.94
KOTA DUMAI,november,2013,0.45,149.88
BUNGO,november,2013,0,0
KOTA JAMBI,november,2013,-0.22,150.68
KOTA PALEMBANG,november,2013,-0.05,142.79
KOTA LUBUKLINGGAU,november,2013,0,0
KOTA BENGKULU,november,2013,-0.02,155.96
KOTA BANDAR LAMPUNG,november,2013,-0.29,158.01
KOTA METRO,november,2013,0,0
TANJUNG PANDAN,november,2013,0,0
KOTA PANGKAL PINANG,november,2013,-0.88,159.83
KOTA BATAM,november,2013,0.62,136.89
KOTA TANJUNG PINANG,november,2013,0.1,147.64
DKI JAKARTA,november,2013,0.14,143.15
KOTA BOGOR,november,2013,-0.42,146.24
KOTA SUKABUMI,november,2013,-0.17,145.4
KOTA BANDUNG,november,2013,-0.24,138.37
KOTA CIREBON,november,2013,0.05,149.53
KOTA BEKASI,november,2013,-0.12,144.77
KOTA DEPOK,november,2013,0.1,147.3
KOTA TASIKMALAYA,november,2013,-0.12,146.17
CILACAP,november,2013,0,0
PURWOKERTO,november,2013,0.04,145.04
KUDUS,november,2013,0,0
KOTA SURAKARTA,november,2013,0.3,134.34
KOTA SEMARANG,november,2013,0.42,144.99
KOTA TEGAL,november,2013,-0.15,141.65
KOTA YOGYAKARTA,november,2013,0.2,145.41
JEMBER,november,2013,-0.23,144.33
BANYUWANGI,november,2013,0,0
SUMENEP,november,2013,-0.38,141.82
KOTA KEDIRI,november,2013,0.42,144.92
KOTA MALANG,november,2013,0.23,145.86
KOTA PROBOLINGGO,november,2013,0.12,150.41
KOTA MADIUN,november,2013,-0.09,147.59
KOTA SURABAYA,november,2013,0.25,144.32
KOTA TANGERANG,november,2013,0.54,149.86
KOTA CILEGON,november,2013,-0.16,144.1
KOTA SERANG,november,2013,-0.47,151.69
SINGARAJA,november,2013,0,0
KOTA DENPASAR,november,2013,0.36,145.92
KOTA MATARAM,november,2013,0.03,159.4
KOTA BIMA,november,2013,0.89,161.51
MAUMERE,november,2013,1.54,164.61
KOTA KUPANG,november,2013,0.6,155.8
KOTA PONTIANAK,november,2013,-0.85,158.23
KOTA SINGKAWANG,november,2013,0.05,148.18
SAMPIT,november,2013,-0.13,145.93
KOTA PALANGKA RAYA,november,2013,0.38,152.04
TANJUNG,november,2013,0,0
KOTA BANJARMASIN,november,2013,0.62,151.62
KOTA BALIKPAPAN,november,2013,-0.34,154.52
KOTA SAMARINDA,november,2013,0.11,159.5
KOTA TARAKAN,november,2013,-1.18,175.42
KOTA MANADO,november,2013,0.44,140.8
KOTA PALU,november,2013,0.67,151.39
BULUKUMBA,november,2013,0,0
WATAMPONE,november,2013,-0.21,158.86
KOTA MAKASSAR,november,2013,-0.76,142.13
KOTA PARE-PARE,november,2013,-0.14,142.16
KOTA PALOPO,november,2013,-0.57,148.91
KOTA KENDARI,november,2013,0.04,149.58
KOTA BAU-BAU,november,2013,0,0
KOTA GORONTALO,november,2013,1.35,145.22
MAMUJU,november,2013,-0.08,146.03
KOTA AMBON,november,2013,0.53,150.86
KOTA TUAL,november,2013,0,0
KOTA TERNATE,november,2013,-0.29,149
MANOKWARI,november,2013,1.07,156.58
KOTA SORONG,november,2013,-1.29,163.95
MERAUKE,november,2013,0,0
KOTA JAYAPURA,november,2013,0.56,141.58
KOTA MEULABOH,desember,2013,0,0
KOTA BANDA ACEH,desember,2013,0.71,135.32
KOTA LHOKSEUMAWE,desember,2013,-0.12,144.56
KOTA SIBOLGA,desember,2013,0.75,154.82
KOTA PEMATANG SIANTAR,desember,2013,0.61,155.85
KOTA MEDAN,desember,2013,-0.07,148.79
KOTA PADANGSIDIMPUAN,desember,2013,-0.44,147.74
KOTA PADANG,desember,2013,0.7,155.39
KOTA BUKITTINGGI,desember,2013,0,0
TEMBILAHAN,desember,2013,0,0
KOTA PEKANBARU,desember,2013,0.38,145.49
KOTA DUMAI,desember,2013,0.19,150.17
BUNGO,desember,2013,0,0
KOTA JAMBI,desember,2013,0.4,151.28
KOTA PALEMBANG,desember,2013,0.04,142.84
KOTA LUBUKLINGGAU,desember,2013,0,0
KOTA BENGKULU,desember,2013,0.35,156.5
KOTA BANDAR LAMPUNG,desember,2013,0.27,158.44
KOTA METRO,desember,2013,0,0
TANJUNG PANDAN,desember,2013,0,0
KOTA PANGKAL PINANG,desember,2013,1.25,161.83
KOTA BATAM,desember,2013,0.66,137.8
KOTA TANJUNG PINANG,desember,2013,0.62,148.56
DKI JAKARTA,desember,2013,0.78,144.27
KOTA BOGOR,desember,2013,0.32,146.71
KOTA SUKABUMI,desember,2013,0.46,146.07
KOTA BANDUNG,desember,2013,0.33,138.82
KOTA CIREBON,desember,2013,0.17,149.78
KOTA BEKASI,desember,2013,0.3,145.2
KOTA DEPOK,desember,2013,0.6,148.18
KOTA TASIKMALAYA,desember,2013,0.11,146.33
CILACAP,desember,2013,0,0
PURWOKERTO,desember,2013,0.29,145.46
KUDUS,desember,2013,0,0
KOTA SURAKARTA,desember,2013,0.35,134.81
KOTA SEMARANG,desember,2013,0.21,145.29
KOTA TEGAL,desember,2013,0.28,142.05
KOTA YOGYAKARTA,desember,2013,0.17,145.65
JEMBER,desember,2013,0.92,145.66
BANYUWANGI,desember,2013,0,0
SUMENEP,desember,2013,0.31,142.26
KOTA KEDIRI,desember,2013,0.36,145.44
KOTA MALANG,desember,2013,0.53,146.64
KOTA PROBOLINGGO,desember,2013,0.9,151.77
KOTA MADIUN,desember,2013,0.66,148.57
KOTA SURABAYA,desember,2013,0.6,145.19
KOTA TANGERANG,desember,2013,0.04,149.92
KOTA CILEGON,desember,2013,0.34,144.59
KOTA SERANG,desember,2013,0.28,152.11
SINGARAJA,desember,2013,0,0
KOTA DENPASAR,desember,2013,0.49,146.64
KOTA MATARAM,desember,2013,0.77,160.63
KOTA BIMA,desember,2013,-0.06,161.42
MAUMERE,desember,2013,0.15,164.85
KOTA KUPANG,desember,2013,1.59,158.28
KOTA PONTIANAK,desember,2013,1.23,160.18
KOTA SINGKAWANG,desember,2013,0.59,149.05
SAMPIT,desember,2013,1.03,147.44
KOTA PALANGKA RAYA,desember,2013,1.47,154.28
TANJUNG,desember,2013,0,0
KOTA BANJARMASIN,desember,2013,1.23,153.49
KOTA BALIKPAPAN,desember,2013,1.31,156.54
KOTA SAMARINDA,desember,2013,0.24,159.89
KOTA TARAKAN,desember,2013,0.63,176.52
KOTA MANADO,desember,2013,2.69,144.59
KOTA PALU,desember,2013,1.14,153.12
BULUKUMBA,desember,2013,0,0
WATAMPONE,desember,2013,0.11,159.04
KOTA MAKASSAR,desember,2013,0.84,143.33
KOTA PARE-PARE,desember,2013,0.77,143.26
KOTA PALOPO,desember,2013,0.52,149.68
KOTA KENDARI,desember,2013,-0.05,149.5
KOTA BAU-BAU,desember,2013,0,0
KOTA GORONTALO,desember,2013,1.54,147.46
MAMUJU,desember,2013,0.26,146.41
KOTA AMBON,desember,2013,1.51,153.14
KOTA TUAL,desember,2013,0,0
KOTA TERNATE,desember,2013,0.84,150.25
MANOKWARI,desember,2013,0.3,157.05
KOTA SORONG,desember,2013,1.06,165.68
MERAUKE,desember,2013,0,0
KOTA JAYAPURA,desember,2013,1.48,143.68
KOTA MEULABOH,januari,2014,2.67,114.4
KOTA BANDA ACEH,januari,2014,1.85,108.47
KOTA LHOKSEUMAWE,januari,2014,2.42,108.99
KOTA SIBOLGA,januari,2014,3.24,113.76
KOTA PEMATANG SIANTAR,januari,2014,1.12,114.27
KOTA MEDAN,januari,2014,1,112.62
KOTA PADANGSIDIMPUAN,januari,2014,1.34,111.61
KOTA PADANG,januari,2014,1.89,114.76
KOTA BUKITTINGGI,januari,2014,1.95,110.33
TEMBILAHAN,januari,2014,2.58,115.63
KOTA PEKANBARU,januari,2014,0.69,110.92
KOTA DUMAI,januari,2014,0.43,110.67
BUNGO,januari,2014,1.11,110.45
KOTA JAMBI,januari,2014,1.56,112.13
KOTA PALEMBANG,januari,2014,1.07,109.07
KOTA LUBUKLINGGAU,januari,2014,1.36,107.97
KOTA BENGKULU,januari,2014,1.03,113.52
KOTA BANDAR LAMPUNG,januari,2014,0.74,110.08
KOTA METRO,januari,2014,2.79,122.47
TANJUNG PANDAN,januari,2014,3.6,116.12
KOTA PANGKAL PINANG,januari,2014,3.79,114.92
KOTA BATAM,januari,2014,0.73,109.53
KOTA TANJUNG PINANG,januari,2014,1.26,112.41
DKI JAKARTA,januari,2014,1.05,110.75
KOTA BOGOR,januari,2014,0.74,111.73
KOTA SUKABUMI,januari,2014,1.07,111.29
KOTA BANDUNG,januari,2014,1.09,109.87
KOTA CIREBON,januari,2014,0.68,110.11
KOTA BEKASI,januari,2014,1.15,110.36
KOTA DEPOK,januari,2014,0.77,111.53
KOTA TASIKMALAYA,januari,2014,0.91,109.2
CILACAP,januari,2014,0.79,112.9
PURWOKERTO,januari,2014,0.82,110.49
KUDUS,januari,2014,1.67,116.25
KOTA SURAKARTA,januari,2014,1.22,109.5
KOTA SEMARANG,januari,2014,0.9,110.39
KOTA TEGAL,januari,2014,0.75,107.62
KOTA YOGYAKARTA,januari,2014,1.05,110.77
JEMBER,januari,2014,1.24,110.65
BANYUWANGI,januari,2014,0.59,111.04
SUMENEP,januari,2014,0.78,109.42
KOTA KEDIRI,januari,2014,1.28,112.09
KOTA MALANG,januari,2014,0.76,111.03
KOTA PROBOLINGGO,januari,2014,0.95,112.23
KOTA MADIUN,januari,2014,0.85,109.71
KOTA SURABAYA,januari,2014,1.18,110.47
KOTA TANGERANG,januari,2014,1.33,111.46
KOTA CILEGON,januari,2014,1.25,111.98
KOTA SERANG,januari,2014,1.22,114.82
SINGARAJA,januari,2014,0.83,114.67
KOTA DENPASAR,januari,2014,1.26,109.14
KOTA MATARAM,januari,2014,1.48,111.22
KOTA BIMA,januari,2014,1.27,113.44
MAUMERE,januari,2014,-0.08,108.76
KOTA KUPANG,januari,2014,0.5,111.39
KOTA PONTIANAK,januari,2014,0.04,111.78
KOTA SINGKAWANG,januari,2014,1.71,109.14
SAMPIT,januari,2014,1.19,109.94
KOTA PALANGKA RAYA,januari,2014,1.21,110.26
TANJUNG,januari,2014,2.35,110
KOTA BANJARMASIN,januari,2014,0.64,108.91
KOTA BALIKPAPAN,januari,2014,1.32,112.16
KOTA SAMARINDA,januari,2014,1.37,114.14
KOTA TARAKAN,januari,2014,0.43,113.64
KOTA MANADO,januari,2014,1.06,109.3
KOTA PALU,januari,2014,1.03,111.58
BULUKUMBA,januari,2014,1.13,116.06
WATAMPONE,januari,2014,-0.15,108.28
KOTA MAKASSAR,januari,2014,1.2,108.65
KOTA PARE-PARE,januari,2014,0.55,108.21
KOTA PALOPO,januari,2014,1.77,108.86
KOTA KENDARI,januari,2014,0.31,108.5
KOTA BAU-BAU,januari,2014,2.18,111.84
KOTA GORONTALO,januari,2014,0.36,108.98
MAMUJU,januari,2014,0.41,108.75
KOTA AMBON,januari,2014,0.81,108.58
KOTA TUAL,januari,2014,1.1,113.67
KOTA TERNATE,januari,2014,0.45,112.35
MANOKWARI,januari,2014,-0.07,106.44
KOTA SORONG,januari,2014,-0.17,108.43
MERAUKE,januari,2014,2.16,112.7
KOTA JAYAPURA,januari,2014,1.7,113.21
KOTA MEULABOH,februari,2014,-1.28,112.94
KOTA BANDA ACEH,februari,2014,-0.45,107.98
KOTA LHOKSEUMAWE,februari,2014,-0.88,108.03
KOTA SIBOLGA,februari,2014,-2.43,111
KOTA PEMATANG SIANTAR,februari,2014,-0.76,113.4
KOTA MEDAN,februari,2014,-0.59,111.95
KOTA PADANGSIDIMPUAN,februari,2014,-0.99,110.5
KOTA PADANG,februari,2014,-0.64,114.03
KOTA BUKITTINGGI,februari,2014,-0.26,110.04
TEMBILAHAN,februari,2014,0.46,116.16
KOTA PEKANBARU,februari,2014,0.04,110.96
KOTA DUMAI,februari,2014,0.3,111
BUNGO,februari,2014,0.51,111.01
KOTA JAMBI,februari,2014,-0.78,111.26
KOTA PALEMBANG,februari,2014,-0.24,108.81
KOTA LUBUKLINGGAU,februari,2014,-0.41,107.53
KOTA BENGKULU,februari,2014,-0.24,113.25
KOTA BANDAR LAMPUNG,februari,2014,0.02,110.1
KOTA METRO,februari,2014,0.09,122.58
TANJUNG PANDAN,februari,2014,0.44,116.63
KOTA PANGKAL PINANG,februari,2014,-2.11,112.5
KOTA BATAM,februari,2014,0.16,109.71
KOTA TANJUNG PINANG,februari,2014,0.87,113.39
DKI JAKARTA,februari,2014,0.5,111.3
KOTA BOGOR,februari,2014,0.35,112.12
KOTA SUKABUMI,februari,2014,0.62,111.98
KOTA BANDUNG,februari,2014,0.39,110.3
KOTA CIREBON,februari,2014,0.37,110.52
KOTA BEKASI,februari,2014,0.43,110.84
KOTA DEPOK,februari,2014,0.54,112.13
KOTA TASIKMALAYA,februari,2014,0.71,109.97
CILACAP,februari,2014,0.57,113.54
PURWOKERTO,februari,2014,0.51,111.05
KUDUS,februari,2014,0.11,116.38
KOTA SURAKARTA,februari,2014,0.28,109.81
KOTA SEMARANG,februari,2014,0.24,110.66
KOTA TEGAL,februari,2014,0.79,108.47
KOTA YOGYAKARTA,februari,2014,0.07,110.85
JEMBER,februari,2014,0.05,110.7
BANYUWANGI,februari,2014,1.02,112.17
SUMENEP,februari,2014,0.76,110.25
KOTA KEDIRI,februari,2014,0.05,112.15
KOTA MALANG,februari,2014,0.31,111.37
KOTA PROBOLINGGO,februari,2014,0.02,112.25
KOTA MADIUN,februari,2014,0.6,110.37
KOTA SURABAYA,februari,2014,0.23,110.72
KOTA TANGERANG,februari,2014,0.86,115.81
KOTA CILEGON,februari,2014,0.39,111.89
KOTA SERANG,februari,2014,0.82,112.9
SINGARAJA,februari,2014,0.37,115.1
KOTA DENPASAR,februari,2014,0.37,109.54
KOTA MATARAM,februari,2014,0.3,111.55
KOTA BIMA,februari,2014,0.28,113.76
MAUMERE,februari,2014,1.61,110.51
KOTA KUPANG,februari,2014,1.46,113.02
KOTA PONTIANAK,februari,2014,2.73,114.83
KOTA SINGKAWANG,februari,2014,1.75,111.05
SAMPIT,februari,2014,0.75,110.76
KOTA PALANGKA RAYA,februari,2014,-0.57,109.63
TANJUNG,februari,2014,-0.18,109.8
KOTA BANJARMASIN,februari,2014,-0.28,108.61
