City,Month,Year,Inflation
KOTA CIREBON,januari,2016,0.5
KOTA BEKASI,januari,2016,0.37
KOTA DEPOK,januari,2016,0.68
KOTA TASIKMALAYA,januari,2016,0.93
CILACAP,januari,2016,0.76
PURWOKERTO,januari,2016,0.57
KUDUS,januari,2016,0.44
KOTA SURAKARTA,januari,2016,0.52
KOTA SEMARANG,januari,2016,0.39
KOTA TEGAL,januari,2016,0.62
KOTA YOGYAKARTA,januari,2016,0.53
JEMBER,januari,2016,0.43
BANYUWANGI,januari,2016,0.67
SUMENEP,januari,2016,0.65
KOTA KEDIRI,januari,2016,0.47
KOTA MALANG,januari,2016,0.58
KOTA PROBOLINGGO,januari,2016,0.42
KOTA MADIUN,januari,2016,0.49
KOTA SURABAYA,januari,2016,0.73
KOTA TANGERANG,januari,2016,0.89
KOTA CILEGON,januari,2016,0.76
KOTA SERANG,januari,2016,0.9
SINGARAJA,januari,2016,1.03
KOTA DENPASAR,januari,2016,0.49
KOTA MATARAM,januari,2016,1.11
KOTA BIMA,januari,2016,1.29
MAUMERE,januari,2016,0.42
KOTA KUPANG,januari,2016,0.78
KOTA PONTIANAK,januari,2016,0.36
KOTA SINGKAWANG,januari,2016,0.13
SAMPIT,januari,2016,0.7
KOTA PALANGKA RAYA,januari,2016,0.17
TANJUNG,januari,2016,-0.19
KOTA BANJARMASIN,januari,2016,0.49
KOTA BALIKPAPAN,januari,2016,-0.21
KOTA SAMARINDA,januari,2016,0.5
KOTA TARAKAN,januari,2016,0.82
KOTA MANADO,januari,2016,-0.18
KOTA PALU,januari,2016,-0.41
BULUKUMBA,januari,2016,0.46
WATAMPONE,januari,2016,0.5
KOTA MAKASSAR,januari,2016,1.36
KOTA PARE-PARE,januari,2016,1.11
KOTA PALOPO,januari,2016,0.61
KOTA KENDARI,januari,2016,1.49
KOTA BAU-BAU,januari,2016,1.22
KOTA GORONTALO,januari,2016,-0.58
MAMUJU,januari,2016,-0.06
KOTA AMBON,januari,2016,0.28
KOTA TUAL,januari,2016,0.29
KOTA TERNATE,januari,2016,0.52
MANOKWARI,januari,2016,0.32
KOTA SORONG,januari,2016,1.11
MERAUKE,januari,2016,1.12
KOTA JAYAPURA,januari,2016,0.76
KOTA MEULABOH,februari,2016,0.37
KOTA BANDA ACEH,februari,2016,0.02
KOTA LHOKSEUMAWE,februari,2016,-0.13
KOTA SIBOLGA,februari,2016,-0.02
KOTA PEMATANG SIANTAR,februari,2016,-0.33
KOTA MEDAN,februari,2016,0.38
KOTA PADANGSIDIMPUAN,februari,2016,-0.19
KOTA PADANG,februari,2016,0.86
KOTA BUKITTINGGI,februari,2016,-0.21
TEMBILAHAN,februari,2016,-0.06
KOTA PEKANBARU,februari,2016,-0.5
KOTA DUMAI,februari,2016,0.32
BUNGO,februari,2016,0.18
KOTA JAMBI,februari,2016,0.22
KOTA PALEMBANG,februari,2016,-0.11
KOTA LUBUKLINGGAU,februari,2016,-0.43
KOTA BENGKULU,februari,2016,-0.25
KOTA BANDAR LAMPUNG,februari,2016,-0.51
KOTA METRO,februari,2016,0.42
TANJUNG PANDAN,februari,2016,1.02
KOTA PANGKAL PINANG,februari,2016,0.39
KOTA BATAM,februari,2016,-0.43
KOTA TANJUNG PINANG,februari,2016,0.35
DKI JAKARTA,februari,2016,-0.06
KOTA BOGOR,februari,2016,-0.02
KOTA SUKABUMI,februari,2016,0.03
KOTA BANDUNG,februari,2016,-0.15
KOTA CIREBON,februari,2016,-0.26
KOTA BEKASI,februari,2016,-0.03
KOTA DEPOK,februari,2016,-0.43
KOTA TASIKMALAYA,februari,2016,-0.31
CILACAP,februari,2016,-0.11
PURWOKERTO,februari,2016,-0.29
KUDUS,februari,2016,-0.23
KOTA SURAKARTA,februari,2016,-0.11
KOTA SEMARANG,februari,2016,-0.3
KOTA TEGAL,februari,2016,-0.21
KOTA YOGYAKARTA,februari,2016,-0.09
JEMBER,februari,2016,0.12
BANYUWANGI,februari,2016,0.12
SUMENEP,februari,2016,-0.02
KOTA KEDIRI,februari,2016,-0.33
KOTA MALANG,februari,2016,-0.15
KOTA PROBOLINGGO,februari,2016,-0.08
KOTA MADIUN,februari,2016,0.03
KOTA SURABAYA,februari,2016,-0.11
KOTA TANGERANG,februari,2016,-0.21
KOTA CILEGON,februari,2016,-0.14
KOTA SERANG,februari,2016,-0.17
SINGARAJA,februari,2016,-0.28
KOTA DENPASAR,februari,2016,0.07
KOTA MATARAM,februari,2016,-0.12
KOTA BIMA,februari,2016,0.38
MAUMERE,februari,2016,0.27
KOTA KUPANG,februari,2016,-0.42
KOTA PONTIANAK,februari,2016,0.33
KOTA SINGKAWANG,februari,2016,0.26
SAMPIT,februari,2016,-0.44
KOTA PALANGKA RAYA,februari,2016,-0.41
TANJUNG,februari,2016,-0.28
KOTA BANJARMASIN,februari,2016,0.18
KOTA BALIKPAPAN,februari,2016,0.5
KOTA SAMARINDA,februari,2016,0.05
KOTA TARAKAN,februari,2016,0.17
KOTA MANADO,februari,2016,-0.82
KOTA PALU,februari,2016,-0.61
BULUKUMBA,februari,2016,-1.05
WATAMPONE,februari,2016,-0.72
KOTA MAKASSAR,februari,2016,-0.02
KOTA PARE-PARE,februari,2016,-0.03
KOTA PALOPO,februari,2016,0.07
KOTA KENDARI,februari,2016,0.07
KOTA BAU-BAU,februari,2016,-0.97
KOTA GORONTALO,februari,2016,0.67
MAMUJU,februari,2016,-0.37
KOTA AMBON,februari,2016,0.18
KOTA TUAL,februari,2016,-1.33
KOTA TERNATE,februari,2016,-0.95
MANOKWARI,februari,2016,-0.11
KOTA SORONG,februari,2016,0.1
MERAUKE,februari,2016,-2.95
KOTA JAYAPURA,februari,2016,0.17
KOTA MEULABOH,maret,2016,-0.07
KOTA BANDA ACEH,maret,2016,-0.26
KOTA LHOKSEUMAWE,maret,2016,-0.19
KOTA SIBOLGA,maret,2016,0.75
KOTA PEMATANG SIANTAR,maret,2016,0.66
KOTA MEDAN,maret,2016,0.88
KOTA PADANGSIDIMPUAN,maret,2016,0.54
KOTA PADANG,maret,2016,0.55
KOTA BUKITTINGGI,maret,2016,1.18
TEMBILAHAN,maret,2016,0.27
KOTA PEKANBARU,maret,2016,0.54
KOTA DUMAI,maret,2016,0.23
BUNGO,maret,2016,-0.31
KOTA JAMBI,maret,2016,0.26
KOTA PALEMBANG,maret,2016,0.22
KOTA LUBUKLINGGAU,maret,2016,0.58
KOTA BENGKULU,maret,2016,0.04
KOTA BANDAR LAMPUNG,maret,2016,0.49
KOTA METRO,maret,2016,0.13
TANJUNG PANDAN,maret,2016,-1.22
KOTA PANGKAL PINANG,maret,2016,0.26
KOTA BATAM,maret,2016,0.26
KOTA TANJUNG PINANG,maret,2016,0.29
DKI JAKARTA,maret,2016,0.15
KOTA BOGOR,maret,2016,0.2
KOTA SUKABUMI,maret,2016,-0.16
KOTA BANDUNG,maret,2016,0.2
KOTA CIREBON,maret,2016,0.05
KOTA BEKASI,maret,2016,0.15
KOTA DEPOK,maret,2016,0.35
KOTA TASIKMALAYA,maret,2016,0.13
CILACAP,maret,2016,0.11
PURWOKERTO,maret,2016,0.55
KUDUS,maret,2016,0.51
KOTA SURAKARTA,maret,2016,0.42
KOTA SEMARANG,maret,2016,0.39
KOTA TEGAL,maret,2016,0.32
KOTA YOGYAKARTA,maret,2016,0.02
JEMBER,maret,2016,0.07
BANYUWANGI,maret,2016,0.03
SUMENEP,maret,2016,-0.27
KOTA KEDIRI,maret,2016,0.09
KOTA MALANG,maret,2016,0.02
KOTA PROBOLINGGO,maret,2016,-0.08
KOTA MADIUN,maret,2016,0.08
KOTA SURABAYA,maret,2016,0.06
KOTA TANGERANG,maret,2016,0.02
KOTA CILEGON,maret,2016,0.38
KOTA SERANG,maret,2016,0.29
SINGARAJA,maret,2016,0.81
KOTA DENPASAR,maret,2016,0.06
KOTA MATARAM,maret,2016,-0.05
KOTA BIMA,maret,2016,-0.14
MAUMERE,maret,2016,-0.77
KOTA KUPANG,maret,2016,-0.76
KOTA PONTIANAK,maret,2016,-0.08
KOTA SINGKAWANG,maret,2016,0.02
SAMPIT,maret,2016,-0.34
KOTA PALANGKA RAYA,maret,2016,-0.04
TANJUNG,maret,2016,0.17
KOTA BANJARMASIN,maret,2016,0.14
KOTA BALIKPAPAN,maret,2016,-0.04
KOTA SAMARINDA,maret,2016,0.44
KOTA TARAKAN,maret,2016,0.09
KOTA MANADO,maret,2016,-0.03
KOTA PALU,maret,2016,0.38
BULUKUMBA,maret,2016,-0.31
WATAMPONE,maret,2016,0.04
KOTA MAKASSAR,maret,2016,0.17
KOTA PARE-PARE,maret,2016,-0.9
KOTA PALOPO,maret,2016,0.25
KOTA KENDARI,maret,2016,0.23
KOTA BAU-BAU,maret,2016,-0.04
KOTA GORONTALO,maret,2016,0.15
MAMUJU,maret,2016,-0.02
KOTA AMBON,maret,2016,-0.36
KOTA TUAL,maret,2016,0.82
KOTA TERNATE,maret,2016,0.28
MANOKWARI,maret,2016,0.13
KOTA SORONG,maret,2016,-0.14
MERAUKE,maret,2016,-0.41
KOTA JAYAPURA,maret,2016,0.3
KOTA MEULABOH,april,2016,-0.14
KOTA BANDA ACEH,april,2016,-1.09
KOTA LHOKSEUMAWE,april,2016,-0.39
KOTA SIBOLGA,april,2016,-1.79
KOTA PEMATANG SIANTAR,april,2016,-0.66
KOTA MEDAN,april,2016,-1.22
KOTA PADANGSIDIMPUAN,april,2016,-0.69
KOTA PADANG,april,2016,-0.92
KOTA BUKITTINGGI,april,2016,-1.59
TEMBILAHAN,april,2016,-0.36
KOTA PEKANBARU,april,2016,-1.26
KOTA DUMAI,april,2016,-0.64
BUNGO,april,2016,-0.12
KOTA JAMBI,april,2016,-1.45
KOTA PALEMBANG,april,2016,-0.19
KOTA LUBUKLINGGAU,april,2016,-0.75
KOTA BENGKULU,april,2016,-0.84
KOTA BANDAR LAMPUNG,april,2016,-0.76
KOTA METRO,april,2016,-0.8
TANJUNG PANDAN,april,2016,-0.66
KOTA PANGKAL PINANG,april,2016,-0.95
KOTA BATAM,april,2016,-0.85
KOTA TANJUNG PINANG,april,2016,-1.39
DKI JAKARTA,april,2016,-0.27
KOTA BOGOR,april,2016,-0.33
KOTA SUKABUMI,april,2016,-0.5
KOTA BANDUNG,april,2016,-0.17
KOTA CIREBON,april,2016,-0.14
KOTA BEKASI,april,2016,-0.61
KOTA DEPOK,april,2016,-0.36
KOTA TASIKMALAYA,april,2016,-0.32
CILACAP,april,2016,-0.38
PURWOKERTO,april,2016,-0.45
KUDUS,april,2016,-0.63
KOTA SURAKARTA,april,2016,-0.19
KOTA SEMARANG,april,2016,-0.5
KOTA TEGAL,april,2016,-0.63
KOTA YOGYAKARTA,april,2016,-0.16
JEMBER,april,2016,-0.46
BANYUWANGI,april,2016,-0.61
SUMENEP,april,2016,-0.39
KOTA KEDIRI,april,2016,-0.45
KOTA MALANG,april,2016,-0.4
KOTA PROBOLINGGO,april,2016,-0.16
KOTA MADIUN,april,2016,-0.08
KOTA SURABAYA,april,2016,-0.15
KOTA TANGERANG,april,2016,-0.66
KOTA CILEGON,april,2016,-0.5
KOTA SERANG,april,2016,-0.7
SINGARAJA,april,2016,-0.06
KOTA DENPASAR,april,2016,-0.2
KOTA MATARAM,april,2016,-0.51
KOTA BIMA,april,2016,-0.12
MAUMERE,april,2016,-0.29
KOTA KUPANG,april,2016,0.09
KOTA PONTIANAK,april,2016,-0.51
KOTA SINGKAWANG,april,2016,-0.19
SAMPIT,april,2016,-0.46
KOTA PALANGKA RAYA,april,2016,-0.29
TANJUNG,april,2016,-0.16
KOTA BANJARMASIN,april,2016,0.04
KOTA BALIKPAPAN,april,2016,-0.4
KOTA SAMARINDA,april,2016,-0.3
KOTA TARAKAN,april,2016,0.45
KOTA MANADO,april,2016,-0.87
KOTA PALU,april,2016,-0.53
BULUKUMBA,april,2016,-0.42
WATAMPONE,april,2016,-0.18
KOTA MAKASSAR,april,2016,-0.39
KOTA PARE-PARE,april,2016,-0.53
KOTA PALOPO,april,2016,-0.37
KOTA KENDARI,april,2016,-0.62
KOTA BAU-BAU,april,2016,-0.74
KOTA GORONTALO,april,2016,-0.32
MAMUJU,april,2016,-0.09
KOTA AMBON,april,2016,-1.07
KOTA TUAL,april,2016,0.22
KOTA TERNATE,april,2016,0.05
MANOKWARI,april,2016,-0.17
KOTA SORONG,april,2016,-0.44
MERAUKE,april,2016,-0.66
KOTA JAYAPURA,april,2016,-0.32
KOTA MEULABOH,mei,2016,0.39
KOTA BANDA ACEH,mei,2016,0.73
KOTA LHOKSEUMAWE,mei,2016,0.25
KOTA SIBOLGA,mei,2016,-0.47
KOTA PEMATANG SIANTAR,mei,2016,0.82
KOTA MEDAN,mei,2016,0.44
KOTA PADANGSIDIMPUAN,mei,2016,0.31
KOTA PADANG,mei,2016,-0.37
KOTA BUKITTINGGI,mei,2016,-0.34
TEMBILAHAN,mei,2016,0.12
KOTA PEKANBARU,mei,2016,0.23
KOTA DUMAI,mei,2016,0.06
BUNGO,mei,2016,-0.91
KOTA JAMBI,mei,2016,0.89
KOTA PALEMBANG,mei,2016,0.66
KOTA LUBUKLINGGAU,mei,2016,0.33
KOTA BENGKULU,mei,2016,0.88
KOTA BANDAR LAMPUNG,mei,2016,0.06
KOTA METRO,mei,2016,-0.02
TANJUNG PANDAN,mei,2016,1.3
KOTA PANGKAL PINANG,mei,2016,-0.11
KOTA BATAM,mei,2016,-0.07
KOTA TANJUNG PINANG,mei,2016,0.11
DKI JAKARTA,mei,2016,0.19
KOTA BOGOR,mei,2016,0.37
KOTA SUKABUMI,mei,2016,0.29
KOTA BANDUNG,mei,2016,0.24
KOTA CIREBON,mei,2016,0.27
KOTA BEKASI,mei,2016,0.09
KOTA DEPOK,mei,2016,0.32
KOTA TASIKMALAYA,mei,2016,0.44
CILACAP,mei,2016,0.15
PURWOKERTO,mei,2016,0.12
KUDUS,mei,2016,0.16
KOTA SURAKARTA,mei,2016,0.04
KOTA SEMARANG,mei,2016,0.12
KOTA TEGAL,mei,2016,0.33
KOTA YOGYAKARTA,mei,2016,0.08
JEMBER,mei,2016,0.15
BANYUWANGI,mei,2016,0.12
SUMENEP,mei,2016,0.31
KOTA KEDIRI,mei,2016,0.12
KOTA MALANG,mei,2016,0.15
KOTA PROBOLINGGO,mei,2016,0.15
KOTA MADIUN,mei,2016,0.06
KOTA SURABAYA,mei,2016,0.13
KOTA TANGERANG,mei,2016,0.15
KOTA CILEGON,mei,2016,0.45
KOTA SERANG,mei,2016,0.88
SINGARAJA,mei,2016,0.02
KOTA DENPASAR,mei,2016,0.11
KOTA MATARAM,mei,2016,-0.18
KOTA BIMA,mei,2016,-0.71
MAUMERE,mei,2016,-0.01
KOTA KUPANG,mei,2016,0.7
KOTA PONTIANAK,mei,2016,1.67
KOTA SINGKAWANG,mei,2016,0.41
SAMPIT,mei,2016,0.42
KOTA PALANGKA RAYA,mei,2016,0.02
TANJUNG,mei,2016,-0.19
KOTA BANJARMASIN,mei,2016,0.3
KOTA BALIKPAPAN,mei,2016,0.13
KOTA SAMARINDA,mei,2016,0.05
KOTA TARAKAN,mei,2016,0.57
KOTA MANADO,mei,2016,0.14
KOTA PALU,mei,2016,0.8
BULUKUMBA,mei,2016,0.29
WATAMPONE,mei,2016,0.28
KOTA MAKASSAR,mei,2016,-0.1
KOTA PARE-PARE,mei,2016,0.65
KOTA PALOPO,mei,2016,-0.39
KOTA KENDARI,mei,2016,0.15
KOTA BAU-BAU,mei,2016,1.44
KOTA GORONTALO,mei,2016,0.26
MAMUJU,mei,2016,0.13
KOTA AMBON,mei,2016,1.64
KOTA TUAL,mei,2016,-0.6
KOTA TERNATE,mei,2016,0.29
MANOKWARI,mei,2016,0.64
KOTA SORONG,mei,2016,-0.92
MERAUKE,mei,2016,0.74
KOTA JAYAPURA,mei,2016,0.7
KOTA MEULABOH,juni,2016,0.16
KOTA BANDA ACEH,juni,2016,1.1
KOTA LHOKSEUMAWE,juni,2016,0.79
KOTA SIBOLGA,juni,2016,0.94
KOTA PEMATANG SIANTAR,juni,2016,0.65
KOTA MEDAN,juni,2016,0.81
KOTA PADANGSIDIMPUAN,juni,2016,0.23
KOTA PADANG,juni,2016,0.1
KOTA BUKITTINGGI,juni,2016,0.73
TEMBILAHAN,juni,2016,0.83
KOTA PEKANBARU,juni,2016,0.33
KOTA DUMAI,juni,2016,0.79
BUNGO,juni,2016,1.66
KOTA JAMBI,juni,2016,0.97
KOTA PALEMBANG,juni,2016,0.46
KOTA LUBUKLINGGAU,juni,2016,0.72
KOTA BENGKULU,juni,2016,1.35
KOTA BANDAR LAMPUNG,juni,2016,0.75
KOTA METRO,juni,2016,0.67
TANJUNG PANDAN,juni,2016,1.46
KOTA PANGKAL PINANG,juni,2016,2.14
KOTA BATAM,juni,2016,1.46
KOTA TANJUNG PINANG,juni,2016,0.66
DKI JAKARTA,juni,2016,0.52
KOTA BOGOR,juni,2016,0.45
KOTA SUKABUMI,juni,2016,0.55
KOTA BANDUNG,juni,2016,0.6
KOTA CIREBON,juni,2016,0.56
KOTA BEKASI,juni,2016,0.9
KOTA DEPOK,juni,2016,0.82
KOTA TASIKMALAYA,juni,2016,0.75
CILACAP,juni,2016,0.61
PURWOKERTO,juni,2016,0.38
KUDUS,juni,2016,0.25
KOTA SURAKARTA,juni,2016,0.22
KOTA SEMARANG,juni,2016,0.43
KOTA TEGAL,juni,2016,0.66
KOTA YOGYAKARTA,juni,2016,0.43
JEMBER,juni,2016,0.28
BANYUWANGI,juni,2016,0.73
SUMENEP,juni,2016,0.65
KOTA KEDIRI,juni,2016,0.16
KOTA MALANG,juni,2016,0.63
KOTA PROBOLINGGO,juni,2016,0.35
KOTA MADIUN,juni,2016,0.27
KOTA SURABAYA,juni,2016,0.69
KOTA TANGERANG,juni,2016,0.51
KOTA CILEGON,juni,2016,1.04
KOTA SERANG,juni,2016,0.28
SINGARAJA,juni,2016,0.13
KOTA DENPASAR,juni,2016,0.39
KOTA MATARAM,juni,2016,0.87
KOTA BIMA,juni,2016,1.86
MAUMERE,juni,2016,0.27
KOTA KUPANG,juni,2016,0.62
KOTA PONTIANAK,juni,2016,1.21
KOTA SINGKAWANG,juni,2016,0.64
SAMPIT,juni,2016,0.65
KOTA PALANGKA RAYA,juni,2016,0.91
TANJUNG,juni,2016,0.97
KOTA BANJARMASIN,juni,2016,1.06
KOTA BALIKPAPAN,juni,2016,1.74
KOTA SAMARINDA,juni,2016,0.61
KOTA TARAKAN,juni,2016,1.59
KOTA MANADO,juni,2016,1.06
KOTA PALU,juni,2016,0.63
BULUKUMBA,juni,2016,0.94
WATAMPONE,juni,2016,0.9
KOTA MAKASSAR,juni,2016,0.3
KOTA PARE-PARE,juni,2016,0.52
KOTA PALOPO,juni,2016,1.63
KOTA KENDARI,juni,2016,0.93
KOTA BAU-BAU,juni,2016,0.3
KOTA GORONTALO,juni,2016,1.02
MAMUJU,juni,2016,1.19
KOTA AMBON,juni,2016,0.23
KOTA TUAL,juni,2016,1.71
KOTA TERNATE,juni,2016,0.3
MANOKWARI,juni,2016,1.77
KOTA SORONG,juni,2016,1.24
MERAUKE,juni,2016,1.15
KOTA JAYAPURA,juni,2016,1.78
KOTA MEULABOH,juli,2016,0.41
KOTA BANDA ACEH,juli,2016,0.73
KOTA LHOKSEUMAWE,juli,2016,0.15
KOTA SIBOLGA,juli,2016,0.91
KOTA PEMATANG SIANTAR,juli,2016,0.17
KOTA MEDAN,juli,2016,0.07
KOTA PADANGSIDIMPUAN,juli,2016,1.57
KOTA PADANG,juli,2016,1.52
KOTA BUKITTINGGI,juli,2016,1.46
TEMBILAHAN,juli,2016,0.58
KOTA PEKANBARU,juli,2016,1.23
KOTA DUMAI,juli,2016,0.46
BUNGO,juli,2016,0.98
KOTA JAMBI,juli,2016,1.16
KOTA PALEMBANG,juli,2016,1.12
KOTA LUBUKLINGGAU,juli,2016,0.49
KOTA BENGKULU,juli,2016,1.74
KOTA BANDAR LAMPUNG,juli,2016,0.53
KOTA METRO,juli,2016,0.3
TANJUNG PANDAN,juli,2016,2.34
KOTA PANGKAL PINANG,juli,2016,1.16
KOTA BATAM,juli,2016,1.41
KOTA TANJUNG PINANG,juli,2016,1.12
DKI JAKARTA,juli,2016,0.64
KOTA BOGOR,juli,2016,0.32
KOTA SUKABUMI,juli,2016,0.93
KOTA BANDUNG,juli,2016,0.71
KOTA CIREBON,juli,2016,0.24
KOTA BEKASI,juli,2016,0.26
KOTA DEPOK,juli,2016,0.48
KOTA TASIKMALAYA,juli,2016,0.5
CILACAP,juli,2016,1.07
PURWOKERTO,juli,2016,0.87
KUDUS,juli,2016,1.09
KOTA SURAKARTA,juli,2016,0.62
KOTA SEMARANG,juli,2016,1.05
KOTA TEGAL,juli,2016,1.52
KOTA YOGYAKARTA,juli,2016,0.94
JEMBER,juli,2016,0.42
BANYUWANGI,juli,2016,0.43
SUMENEP,juli,2016,0.63
KOTA KEDIRI,juli,2016,0.78
KOTA MALANG,juli,2016,0.78
KOTA PROBOLINGGO,juli,2016,0.63
KOTA MADIUN,juli,2016,0.85
KOTA SURABAYA,juli,2016,0.83
KOTA TANGERANG,juli,2016,0.31
KOTA CILEGON,juli,2016,0.8
KOTA SERANG,juli,2016,0.7
SINGARAJA,juli,2016,0.88
KOTA DENPASAR,juli,2016,0.51
KOTA MATARAM,juli,2016,1.12
KOTA BIMA,juli,2016,0.92
MAUMERE,juli,2016,-0.05
KOTA KUPANG,juli,2016,-0.35
KOTA PONTIANAK,juli,2016,0.87
KOTA SINGKAWANG,juli,2016,0.77
SAMPIT,juli,2016,0.49
KOTA PALANGKA RAYA,juli,2016,0.2
TANJUNG,juli,2016,1.08
KOTA BANJARMASIN,juli,2016,0.56
KOTA BALIKPAPAN,juli,2016,1.03
KOTA SAMARINDA,juli,2016,0.2
KOTA TARAKAN,juli,2016,0.3
KOTA MANADO,juli,2016,0.84
KOTA PALU,juli,2016,0.39
BULUKUMBA,juli,2016,0.09
WATAMPONE,juli,2016,0.29
KOTA MAKASSAR,juli,2016,1.13
KOTA PARE-PARE,juli,2016,1.31
KOTA PALOPO,juli,2016,0.68
KOTA KENDARI,juli,2016,0.77
KOTA BAU-BAU,juli,2016,1.54
KOTA GORONTALO,juli,2016,0.06
MAMUJU,juli,2016,0.64
KOTA AMBON,juli,2016,0.5
KOTA TUAL,juli,2016,0.66
KOTA TERNATE,juli,2016,1.04
MANOKWARI,juli,2016,1.16
KOTA SORONG,juli,2016,1.15
MERAUKE,juli,2016,-0.09
KOTA JAYAPURA,juli,2016,-1.1
KOTA MEULABOH,agustus,2016,0.52
KOTA BANDA ACEH,agustus,2016,-0.35
KOTA LHOKSEUMAWE,agustus,2016,0.49
KOTA SIBOLGA,agustus,2016,0.61
KOTA PEMATANG SIANTAR,agustus,2016,0.66
KOTA MEDAN,agustus,2016,0.82
KOTA PADANGSIDIMPUAN,agustus,2016,-0.41
KOTA PADANG,agustus,2016,0.84
KOTA BUKITTINGGI,agustus,2016,0.4
TEMBILAHAN,agustus,2016,0.26
KOTA PEKANBARU,agustus,2016,0.13
KOTA DUMAI,agustus,2016,0.05
BUNGO,agustus,2016,-0.19
KOTA JAMBI,agustus,2016,0.13
KOTA PALEMBANG,agustus,2016,-0.26
KOTA LUBUKLINGGAU,agustus,2016,-0.38
KOTA BENGKULU,agustus,2016,0.52
KOTA BANDAR LAMPUNG,agustus,2016,-0.11
KOTA METRO,agustus,2016,0.64
TANJUNG PANDAN,agustus,2016,-0.58
KOTA PANGKAL PINANG,agustus,2016,0.93
KOTA BATAM,agustus,2016,-0.34
KOTA TANJUNG PINANG,agustus,2016,0.06
DKI JAKARTA,agustus,2016,0.01
KOTA BOGOR,agustus,2016,0.23
KOTA SUKABUMI,agustus,2016,-0.24
KOTA BANDUNG,agustus,2016,-0.49
KOTA CIREBON,agustus,2016,-0.1
KOTA BEKASI,agustus,2016,0.08
KOTA DEPOK,agustus,2016,-0.24
KOTA TASIKMALAYA,agustus,2016,-0.32
CILACAP,agustus,2016,-0.18
PURWOKERTO,agustus,2016,-0.51
KUDUS,agustus,2016,-0.48
KOTA SURAKARTA,agustus,2016,-0.25
KOTA SEMARANG,agustus,2016,-0.21
KOTA TEGAL,agustus,2016,-0.45
KOTA YOGYAKARTA,agustus,2016,-0.04
JEMBER,agustus,2016,-0.3
BANYUWANGI,agustus,2016,-0.14
SUMENEP,agustus,2016,-0.43
KOTA KEDIRI,agustus,2016,-0.57
KOTA MALANG,agustus,2016,-0.03
KOTA PROBOLINGGO,agustus,2016,-0.2
KOTA MADIUN,agustus,2016,-0.52
KOTA SURABAYA,agustus,2016,0.1
KOTA TANGERANG,agustus,2016,-0.08
KOTA CILEGON,agustus,2016,-0.01
KOTA SERANG,agustus,2016,-0.08
SINGARAJA,agustus,2016,0.8
KOTA DENPASAR,agustus,2016,0.45
KOTA MATARAM,agustus,2016,-0.44
KOTA BIMA,agustus,2016,0.08
MAUMERE,agustus,2016,-0.34
KOTA KUPANG,agustus,2016,-0.87
KOTA PONTIANAK,agustus,2016,0.41
KOTA SINGKAWANG,agustus,2016,0.78
SAMPIT,agustus,2016,0.56
KOTA PALANGKA RAYA,agustus,2016,0.12
TANJUNG,agustus,2016,-0.53
KOTA BANJARMASIN,agustus,2016,0.07
KOTA BALIKPAPAN,agustus,2016,-0.18
KOTA SAMARINDA,agustus,2016,0.39
KOTA TARAKAN,agustus,2016,-0.43
KOTA MANADO,agustus,2016,-0.38
KOTA PALU,agustus,2016,-0.41
BULUKUMBA,agustus,2016,-0.05
WATAMPONE,agustus,2016,-0.08
KOTA MAKASSAR,agustus,2016,-0.45
KOTA PARE-PARE,agustus,2016,-0.8
KOTA PALOPO,agustus,2016,-0.42
KOTA KENDARI,agustus,2016,0.01
KOTA BAU-BAU,agustus,2016,-0.72
KOTA GORONTALO,agustus,2016,-0.21
MAMUJU,agustus,2016,-0.79
KOTA AMBON,agustus,2016,0.43
KOTA TUAL,agustus,2016,-0.27
KOTA TERNATE,agustus,2016,-0.1
MANOKWARI,agustus,2016,1.27
KOTA SORONG,agustus,2016,1.27
MERAUKE,agustus,2016,0.69
KOTA JAYAPURA,agustus,2016,-0.18
KOTA MEULABOH,september,2016,0.83
KOTA BANDA ACEH,september,2016,0.78
KOTA LHOKSEUMAWE,september,2016,1.44
KOTA SIBOLGA,september,2016,1.85
KOTA PEMATANG SIANTAR,september,2016,0.29
KOTA MEDAN,september,2016,1.32
KOTA PADANGSIDIMPUAN,september,2016,0.83
KOTA PADANG,september,2016,0.58
KOTA BUKITTINGGI,september,2016,1.11
TEMBILAHAN,september,2016,-0.22
KOTA PEKANBARU,september,2016,0.94
KOTA DUMAI,september,2016,0.64
BUNGO,september,2016,-0.06
KOTA JAMBI,september,2016,-0.17
KOTA PALEMBANG,september,2016,0.24
KOTA LUBUKLINGGAU,september,2016,0.79
KOTA BENGKULU,september,2016,0.07
KOTA BANDAR LAMPUNG,september,2016,0.3
KOTA METRO,september,2016,0.15
TANJUNG PANDAN,september,2016,-0.68
KOTA PANGKAL PINANG,september,2016,0.64
KOTA BATAM,september,2016,0.35
KOTA TANJUNG PINANG,september,2016,0.13
DKI JAKARTA,september,2016,0.18
KOTA BOGOR,september,2016,0.09
KOTA SUKABUMI,september,2016,0.1
KOTA BANDUNG,september,2016,0.14
KOTA CIREBON,september,2016,0.28
KOTA BEKASI,september,2016,0.26
KOTA DEPOK,september,2016,0.37
KOTA TASIKMALAYA,september,2016,0.12
CILACAP,september,2016,0.05
PURWOKERTO,september,2016,0.02
KUDUS,september,2016,0.04
KOTA SURAKARTA,september,2016,0.06
KOTA SEMARANG,september,2016,0.13
KOTA TEGAL,september,2016,0.07
KOTA YOGYAKARTA,september,2016,-0.16
