City,Month,Year,Inflation
KOTA MADIUN,desember,2010,0.89
KOTA SURABAYA,desember,2010,0.85
KOTA TANGERANG,desember,2010,0.51
KOTA CILEGON,desember,2010,0.7
KOTA SERANG,desember,2010,1.19
SINGARAJA,desember,2010,0.0
KOTA DENPASAR,desember,2010,0.94
KOTA MATARAM,desember,2010,1.61
KOTA BIMA,desember,2010,1.36
MAUMERE,desember,2010,1.09
KOTA KUPANG,desember,2010,0.91
KOTA PONTIANAK,desember,2010,0.9
KOTA SINGKAWANG,desember,2010,0.11
SAMPIT,desember,2010,1.2
KOTA PALANGKA RAYA,desember,2010,1.2
TANJUNG,desember,2010,0.0
KOTA BANJARMASIN,desember,2010,1.17
KOTA BALIKPAPAN,desember,2010,0.72
KOTA SAMARINDA,desember,2010,0.46
KOTA TARAKAN,desember,2010,1.79
KOTA MANADO,desember,2010,1.5
KOTA PALU,desember,2010,1.73
BULUKUMBA,desember,2010,0.0
WATAMPONE,desember,2010,0.65
KOTA MAKASSAR,desember,2010,1.15
KOTA PARE-PARE,desember,2010,1.32
KOTA PALOPO,desember,2010,0.69
KOTA KENDARI,desember,2010,0.28
KOTA BAU-BAU,desember,2010,0.0
KOTA GORONTALO,desember,2010,0.59
MAMUJU,desember,2010,0.24
KOTA AMBON,desember,2010,1.3
KOTA TUAL,desember,2010,0.0
KOTA TERNATE,desember,2010,1.15
MANOKWARI,desember,2010,2.71
KOTA SORONG,desember,2010,-1.3
MERAUKE,desember,2010,0.0
KOTA JAYAPURA,desember,2010,1.87
KOTA MEULABOH,januari,2011,0.0
KOTA BANDA ACEH,januari,2011,1.74
KOTA LHOKSEUMAWE,januari,2011,1.79
KOTA SIBOLGA,januari,2011,2.66
KOTA PEMATANG SIANTAR,januari,2011,2.42
KOTA MEDAN,januari,2011,1.86
KOTA PADANGSIDIMPUAN,januari,2011,2.4
KOTA PADANG,januari,2011,3.7
KOTA BUKITTINGGI,januari,2011,0.0
TEMBILAHAN,januari,2011,0.0
KOTA PEKANBARU,januari,2011,2.01
KOTA DUMAI,januari,2011,2.01
BUNGO,januari,2011,0.0
KOTA JAMBI,januari,2011,1.82
KOTA PALEMBANG,januari,2011,0.82
KOTA LUBUKLINGGAU,januari,2011,0.0
KOTA BENGKULU,januari,2011,1.68
KOTA BANDAR LAMPUNG,januari,2011,0.83
KOTA METRO,januari,2011,0.0
TANJUNG PANDAN,januari,2011,0.0
KOTA PANGKAL PINANG,januari,2011,2.42
KOTA BATAM,januari,2011,0.82
KOTA TANJUNG PINANG,januari,2011,1.54
DKI JAKARTA,januari,2011,0.47
KOTA BOGOR,januari,2011,0.47
KOTA SUKABUMI,januari,2011,0.43
KOTA BANDUNG,januari,2011,0.32
KOTA CIREBON,januari,2011,0.12
KOTA BEKASI,januari,2011,0.85
KOTA DEPOK,januari,2011,0.85
KOTA TASIKMALAYA,januari,2011,0.7
CILACAP,januari,2011,0.0
PURWOKERTO,januari,2011,0.95
KUDUS,januari,2011,0.0
KOTA SURAKARTA,januari,2011,0.63
KOTA SEMARANG,januari,2011,0.6
KOTA TEGAL,januari,2011,0.32
KOTA YOGYAKARTA,januari,2011,0.84
JEMBER,januari,2011,1.43
BANYUWANGI,januari,2011,0.0
SUMENEP,januari,2011,0.92
KOTA KEDIRI,januari,2011,0.29
KOTA MALANG,januari,2011,0.67
KOTA PROBOLINGGO,januari,2011,0.95
KOTA MADIUN,januari,2011,1.02
KOTA SURABAYA,januari,2011,0.78
KOTA TANGERANG,januari,2011,0.87
KOTA CILEGON,januari,2011,0.79
KOTA SERANG,januari,2011,0.76
SINGARAJA,januari,2011,0.0
KOTA DENPASAR,januari,2011,1.03
KOTA MATARAM,januari,2011,1.39
KOTA BIMA,januari,2011,1.67
MAUMERE,januari,2011,0.88
KOTA KUPANG,januari,2011,1.41
KOTA PONTIANAK,januari,2011,0.0
KOTA SINGKAWANG,januari,2011,1.04
SAMPIT,januari,2011,1.3
KOTA PALANGKA RAYA,januari,2011,1.21
TANJUNG,januari,2011,0.29
KOTA BANJARMASIN,januari,2011,0.0
KOTA BALIKPAPAN,januari,2011,-0.34
KOTA SAMARINDA,januari,2011,1.59
KOTA TARAKAN,januari,2011,2.45
KOTA MANADO,januari,2011,1.64
KOTA PALU,januari,2011,0.95
BULUKUMBA,januari,2011,1.13
WATAMPONE,januari,2011,0.0
KOTA MAKASSAR,januari,2011,0.94
KOTA PARE-PARE,januari,2011,1.42
KOTA PALOPO,januari,2011,0.98
KOTA KENDARI,januari,2011,0.42
KOTA BAU-BAU,januari,2011,1.82
KOTA GORONTALO,januari,2011,0.0
MAMUJU,januari,2011,0.1
KOTA AMBON,januari,2011,0.78
KOTA TUAL,januari,2011,-0.83
KOTA TERNATE,januari,2011,0.0
MANOKWARI,januari,2011,-0.32
KOTA SORONG,januari,2011,0.07
MERAUKE,januari,2011,-1.07
KOTA JAYAPURA,januari,2011,0.0
KOTA MEULABOH,februari,2011,0.0
KOTA BANDA ACEH,februari,2011,0.47
KOTA LHOKSEUMAWE,februari,2011,0.07
KOTA SIBOLGA,februari,2011,0.09
KOTA PEMATANG SIANTAR,februari,2011,-0.02
KOTA MEDAN,februari,2011,-0.58
KOTA PADANGSIDIMPUAN,februari,2011,-0.06
KOTA PADANG,februari,2011,0.44
KOTA BUKITTINGGI,februari,2011,0.0
TEMBILAHAN,februari,2011,0.0
KOTA PEKANBARU,februari,2011,0.06
KOTA DUMAI,februari,2011,0.14
BUNGO,februari,2011,0.0
KOTA JAMBI,februari,2011,-0.32
KOTA PALEMBANG,februari,2011,-0.32
KOTA LUBUKLINGGAU,februari,2011,0.0
KOTA BENGKULU,februari,2011,0.19
KOTA BANDAR LAMPUNG,februari,2011,0.7
KOTA METRO,februari,2011,0.0
TANJUNG PANDAN,februari,2011,0.0
KOTA PANGKAL PINANG,februari,2011,1.12
KOTA BATAM,februari,2011,0.38
KOTA TANJUNG PINANG,februari,2011,1.21
DKI JAKARTA,februari,2011,0.21
KOTA BOGOR,februari,2011,0.04
KOTA SUKABUMI,februari,2011,0.01
KOTA BANDUNG,februari,2011,-0.05
KOTA CIREBON,februari,2011,-0.18
KOTA BEKASI,februari,2011,0.18
KOTA DEPOK,februari,2011,0.47
KOTA TASIKMALAYA,februari,2011,0.21
CILACAP,februari,2011,0.0
PURWOKERTO,februari,2011,0.18
KUDUS,februari,2011,0.0
KOTA SURAKARTA,februari,2011,-0.66
KOTA SEMARANG,februari,2011,-0.12
KOTA TEGAL,februari,2011,-0.13
KOTA YOGYAKARTA,februari,2011,0.1
JEMBER,februari,2011,-0.29
BANYUWANGI,februari,2011,0.0
SUMENEP,februari,2011,-0.8
KOTA KEDIRI,februari,2011,-0.1
KOTA MALANG,februari,2011,0.14
KOTA PROBOLINGGO,februari,2011,0.32
KOTA MADIUN,februari,2011,-0.16
KOTA SURABAYA,februari,2011,0.3
KOTA TANGERANG,februari,2011,0.47
KOTA CILEGON,februari,2011,0.07
KOTA SERANG,februari,2011,-0.38
SINGARAJA,februari,2011,0.0
KOTA DENPASAR,februari,2011,-0.01
KOTA MATARAM,februari,2011,-0.22
KOTA BIMA,februari,2011,-0.33
MAUMERE,februari,2011,-0.59
KOTA KUPANG,februari,2011,0.76
KOTA PONTIANAK,februari,2011,0.0
KOTA SINGKAWANG,februari,2011,1.1
SAMPIT,februari,2011,1.75
KOTA PALANGKA RAYA,februari,2011,-0.22
TANJUNG,februari,2011,0.02
KOTA BANJARMASIN,februari,2011,0.0
KOTA BALIKPAPAN,februari,2011,0.8
KOTA SAMARINDA,februari,2011,0.45
KOTA TARAKAN,februari,2011,0.02
KOTA MANADO,februari,2011,1.32
KOTA PALU,februari,2011,0.21
BULUKUMBA,februari,2011,0.66
WATAMPONE,februari,2011,0.0
KOTA MAKASSAR,februari,2011,0.12
KOTA PARE-PARE,februari,2011,-0.26
KOTA PALOPO,februari,2011,-0.41
KOTA KENDARI,februari,2011,0.4
KOTA BAU-BAU,februari,2011,0.46
KOTA GORONTALO,februari,2011,0.0
MAMUJU,februari,2011,-0.07
KOTA AMBON,februari,2011,1.15
KOTA TUAL,februari,2011,0.04
KOTA TERNATE,februari,2011,0.0
MANOKWARI,februari,2011,0.36
KOTA SORONG,februari,2011,-0.1
MERAUKE,februari,2011,-0.08
KOTA JAYAPURA,februari,2011,0.0
KOTA MEULABOH,maret,2011,0.0
KOTA BANDA ACEH,maret,2011,-1.92
KOTA LHOKSEUMAWE,maret,2011,-1.22
KOTA SIBOLGA,maret,2011,-1.91
KOTA PEMATANG SIANTAR,maret,2011,-1.18
KOTA MEDAN,maret,2011,-0.94
KOTA PADANGSIDIMPUAN,maret,2011,-1.43
KOTA PADANG,maret,2011,-2.59
KOTA BUKITTINGGI,maret,2011,0.0
TEMBILAHAN,maret,2011,0.0
KOTA PEKANBARU,maret,2011,-0.55
KOTA DUMAI,maret,2011,-2.34
BUNGO,maret,2011,0.0
KOTA JAMBI,maret,2011,-2.26
KOTA PALEMBANG,maret,2011,-0.77
KOTA LUBUKLINGGAU,maret,2011,0.0
KOTA BENGKULU,maret,2011,-1.64
KOTA BANDAR LAMPUNG,maret,2011,-0.41
KOTA METRO,maret,2011,0.0
TANJUNG PANDAN,maret,2011,0.0
KOTA PANGKAL PINANG,maret,2011,-1.6
KOTA BATAM,maret,2011,-0.49
KOTA TANJUNG PINANG,maret,2011,-1.46
DKI JAKARTA,maret,2011,-0.01
KOTA BOGOR,maret,2011,-0.01
KOTA SUKABUMI,maret,2011,-0.12
KOTA BANDUNG,maret,2011,-0.01
KOTA CIREBON,maret,2011,-0.26
KOTA BEKASI,maret,2011,-0.09
KOTA DEPOK,maret,2011,-0.77
KOTA TASIKMALAYA,maret,2011,-0.14
CILACAP,maret,2011,0.0
PURWOKERTO,maret,2011,-0.43
KUDUS,maret,2011,0.0
KOTA SURAKARTA,maret,2011,-0.8
KOTA SEMARANG,maret,2011,-0.11
KOTA TEGAL,maret,2011,0.2
KOTA YOGYAKARTA,maret,2011,0.21
JEMBER,maret,2011,-0.33
BANYUWANGI,maret,2011,0.0
SUMENEP,maret,2011,-0.01
KOTA KEDIRI,maret,2011,-0.34
KOTA MALANG,maret,2011,-0.09
KOTA PROBOLINGGO,maret,2011,-0.07
KOTA MADIUN,maret,2011,-0.05
KOTA SURABAYA,maret,2011,0.17
KOTA TANGERANG,maret,2011,-0.8
KOTA CILEGON,maret,2011,-0.56
KOTA SERANG,maret,2011,-0.77
SINGARAJA,maret,2011,0.0
KOTA DENPASAR,maret,2011,0.24
KOTA MATARAM,maret,2011,-1.23
KOTA BIMA,maret,2011,-0.7
MAUMERE,maret,2011,0.57
KOTA KUPANG,maret,2011,0.14
KOTA PONTIANAK,maret,2011,0.0
KOTA SINGKAWANG,maret,2011,-0.71
SAMPIT,maret,2011,-0.74
KOTA PALANGKA RAYA,maret,2011,-0.27
TANJUNG,maret,2011,-0.26
KOTA BANJARMASIN,maret,2011,0.0
KOTA BALIKPAPAN,maret,2011,0.01
KOTA SAMARINDA,maret,2011,0.32
KOTA TARAKAN,maret,2011,0.29
KOTA MANADO,maret,2011,0.17
KOTA PALU,maret,2011,0.14
BULUKUMBA,maret,2011,0.67
WATAMPONE,maret,2011,0.0
KOTA MAKASSAR,maret,2011,-0.37
KOTA PARE-PARE,maret,2011,-0.35
KOTA PALOPO,maret,2011,-0.2
KOTA KENDARI,maret,2011,-0.1
KOTA BAU-BAU,maret,2011,0.06
KOTA GORONTALO,maret,2011,0.0
MAMUJU,maret,2011,-0.01
KOTA AMBON,maret,2011,-0.33
KOTA TUAL,maret,2011,-0.46
KOTA TERNATE,maret,2011,0.0
MANOKWARI,maret,2011,0.46
KOTA SORONG,maret,2011,-1.02
MERAUKE,maret,2011,-0.33
KOTA JAYAPURA,maret,2011,0.0
KOTA MEULABOH,april,2011,0.0
KOTA BANDA ACEH,april,2011,-0.23
KOTA LHOKSEUMAWE,april,2011,-0.27
KOTA SIBOLGA,april,2011,-1.31
KOTA PEMATANG SIANTAR,april,2011,-1.47
KOTA MEDAN,april,2011,-0.72
KOTA PADANGSIDIMPUAN,april,2011,-1.06
KOTA PADANG,april,2011,-1.07
KOTA BUKITTINGGI,april,2011,0.0
TEMBILAHAN,april,2011,0.0
KOTA PEKANBARU,april,2011,-0.92
KOTA DUMAI,april,2011,-0.98
BUNGO,april,2011,0.0
KOTA JAMBI,april,2011,-1.57
KOTA PALEMBANG,april,2011,-0.28
KOTA LUBUKLINGGAU,april,2011,0.0
KOTA BENGKULU,april,2011,-0.9
KOTA BANDAR LAMPUNG,april,2011,-0.1
KOTA METRO,april,2011,0.0
TANJUNG PANDAN,april,2011,0.0
KOTA PANGKAL PINANG,april,2011,-0.74
KOTA BATAM,april,2011,-0.43
KOTA TANJUNG PINANG,april,2011,-0.38
DKI JAKARTA,april,2011,0.07
KOTA BOGOR,april,2011,-0.15
KOTA SUKABUMI,april,2011,-0.19
KOTA BANDUNG,april,2011,-0.02
KOTA CIREBON,april,2011,-0.49
KOTA BEKASI,april,2011,-0.95
KOTA DEPOK,april,2011,-0.9
KOTA TASIKMALAYA,april,2011,-0.11
CILACAP,april,2011,0.0
PURWOKERTO,april,2011,-0.18
KUDUS,april,2011,0.0
KOTA SURAKARTA,april,2011,-0.3
KOTA SEMARANG,april,2011,-0.54
KOTA TEGAL,april,2011,-0.52
KOTA YOGYAKARTA,april,2011,-0.28
JEMBER,april,2011,-0.77
BANYUWANGI,april,2011,0.0
SUMENEP,april,2011,-0.48
KOTA KEDIRI,april,2011,-0.31
KOTA MALANG,april,2011,-0.42
KOTA PROBOLINGGO,april,2011,-0.33
KOTA MADIUN,april,2011,-0.62
KOTA SURABAYA,april,2011,-0.22
KOTA TANGERANG,april,2011,0.2
KOTA CILEGON,april,2011,-0.63
KOTA SERANG,april,2011,-0.46
SINGARAJA,april,2011,0.0
KOTA DENPASAR,april,2011,-0.04
KOTA MATARAM,april,2011,-1.04
KOTA BIMA,april,2011,-0.02
MAUMERE,april,2011,0.2
KOTA KUPANG,april,2011,-0.3
KOTA PONTIANAK,april,2011,0.0
KOTA SINGKAWANG,april,2011,0.17
SAMPIT,april,2011,-0.03
KOTA PALANGKA RAYA,april,2011,-0.96
TANJUNG,april,2011,0.05
KOTA BANJARMASIN,april,2011,0.0
KOTA BALIKPAPAN,april,2011,-0.23
KOTA SAMARINDA,april,2011,0.45
KOTA TARAKAN,april,2011,0.38
KOTA MANADO,april,2011,-0.18
KOTA PALU,april,2011,-1.43
BULUKUMBA,april,2011,-1.47
WATAMPONE,april,2011,0.0
KOTA MAKASSAR,april,2011,-0.19
KOTA PARE-PARE,april,2011,-0.02
KOTA PALOPO,april,2011,-0.51
KOTA KENDARI,april,2011,-0.17
KOTA BAU-BAU,april,2011,-0.2
KOTA GORONTALO,april,2011,0.0
MAMUJU,april,2011,-0.5
KOTA AMBON,april,2011,-0.11
KOTA TUAL,april,2011,0.09
KOTA TERNATE,april,2011,0.0
MANOKWARI,april,2011,0.52
KOTA SORONG,april,2011,-0.06
MERAUKE,april,2011,-0.67
KOTA JAYAPURA,april,2011,0.0
KOTA MEULABOH,mei,2011,0.0
KOTA BANDA ACEH,mei,2011,-0.39
KOTA LHOKSEUMAWE,mei,2011,-1.13
KOTA SIBOLGA,mei,2011,-0.56
KOTA PEMATANG SIANTAR,mei,2011,0.31
KOTA MEDAN,mei,2011,-0.3
KOTA PADANGSIDIMPUAN,mei,2011,-0.06
KOTA PADANG,mei,2011,0.08
KOTA BUKITTINGGI,mei,2011,0.0
TEMBILAHAN,mei,2011,0.0
KOTA PEKANBARU,mei,2011,0.14
KOTA DUMAI,mei,2011,0.08
BUNGO,mei,2011,0.0
KOTA JAMBI,mei,2011,0.47
KOTA PALEMBANG,mei,2011,0.79
KOTA LUBUKLINGGAU,mei,2011,0.0
KOTA BENGKULU,mei,2011,0.2
KOTA BANDAR LAMPUNG,mei,2011,-0.03
KOTA METRO,mei,2011,0.0
TANJUNG PANDAN,mei,2011,0.0
KOTA PANGKAL PINANG,mei,2011,0.28
KOTA BATAM,mei,2011,0.36
KOTA TANJUNG PINANG,mei,2011,0.33
DKI JAKARTA,mei,2011,0.15
KOTA BOGOR,mei,2011,0.14
KOTA SUKABUMI,mei,2011,0.26
KOTA BANDUNG,mei,2011,0.12
KOTA CIREBON,mei,2011,0.26
KOTA BEKASI,mei,2011,0.08
KOTA DEPOK,mei,2011,0.1
KOTA TASIKMALAYA,mei,2011,-0.06
CILACAP,mei,2011,0.0
PURWOKERTO,mei,2011,0.25
KUDUS,mei,2011,0.0
KOTA SURAKARTA,mei,2011,-0.3
KOTA SEMARANG,mei,2011,0.13
KOTA TEGAL,mei,2011,0.09
KOTA YOGYAKARTA,mei,2011,0.13
JEMBER,mei,2011,-0.63
BANYUWANGI,mei,2011,0.0
SUMENEP,mei,2011,0.41
KOTA KEDIRI,mei,2011,0.02
KOTA MALANG,mei,2011,0.1
KOTA PROBOLINGGO,mei,2011,0.29
KOTA MADIUN,mei,2011,0.05
KOTA SURABAYA,mei,2011,0.07
KOTA TANGERANG,mei,2011,0.06
KOTA CILEGON,mei,2011,0.09
KOTA SERANG,mei,2011,0.3
SINGARAJA,mei,2011,0.0
KOTA DENPASAR,mei,2011,0.02
KOTA MATARAM,mei,2011,0.02
KOTA BIMA,mei,2011,-0.07
MAUMERE,mei,2011,1.04
KOTA KUPANG,mei,2011,0.07
KOTA PONTIANAK,mei,2011,0.0
KOTA SINGKAWANG,mei,2011,-0.58
SAMPIT,mei,2011,-0.39
KOTA PALANGKA RAYA,mei,2011,0.03
TANJUNG,mei,2011,0.48
KOTA BANJARMASIN,mei,2011,0.0
KOTA BALIKPAPAN,mei,2011,0.51
KOTA SAMARINDA,mei,2011,0.3
KOTA TARAKAN,mei,2011,-0.28
KOTA MANADO,mei,2011,-1.14
KOTA PALU,mei,2011,-0.07
BULUKUMBA,mei,2011,0.58
WATAMPONE,mei,2011,0.0
KOTA MAKASSAR,mei,2011,0.74
KOTA PARE-PARE,mei,2011,0.07
KOTA PALOPO,mei,2011,0.08
KOTA KENDARI,mei,2011,0.75
KOTA BAU-BAU,mei,2011,1.08
KOTA GORONTALO,mei,2011,0.0
MAMUJU,mei,2011,0.92
KOTA AMBON,mei,2011,0.67
KOTA TUAL,mei,2011,1.66
KOTA TERNATE,mei,2011,0.0
MANOKWARI,mei,2011,0.27
KOTA SORONG,mei,2011,0.33
MERAUKE,mei,2011,0.1
KOTA JAYAPURA,mei,2011,0.0
KOTA MEULABOH,juni,2011,0.0
KOTA BANDA ACEH,juni,2011,0.47
KOTA LHOKSEUMAWE,juni,2011,0.95
KOTA SIBOLGA,juni,2011,0.98
KOTA PEMATANG SIANTAR,juni,2011,0.79
KOTA MEDAN,juni,2011,1.07
KOTA PADANGSIDIMPUAN,juni,2011,0.04
KOTA PADANG,juni,2011,0.11
KOTA BUKITTINGGI,juni,2011,0.0
TEMBILAHAN,juni,2011,0.0
KOTA PEKANBARU,juni,2011,0.48
KOTA DUMAI,juni,2011,0.6
BUNGO,juni,2011,0.0
KOTA JAMBI,juni,2011,0.95
KOTA PALEMBANG,juni,2011,0.65
KOTA LUBUKLINGGAU,juni,2011,0.0
KOTA BENGKULU,juni,2011,0.98
KOTA BANDAR LAMPUNG,juni,2011,0.29
KOTA METRO,juni,2011,0.0
TANJUNG PANDAN,juni,2011,0.0
KOTA PANGKAL PINANG,juni,2011,0.92
KOTA BATAM,juni,2011,0.58
KOTA TANJUNG PINANG,juni,2011,-0.57
DKI JAKARTA,juni,2011,0.43
KOTA BOGOR,juni,2011,0.8
KOTA SUKABUMI,juni,2011,0.48
KOTA BANDUNG,juni,2011,0.17
KOTA CIREBON,juni,2011,0.29
KOTA BEKASI,juni,2011,0.51
KOTA DEPOK,juni,2011,0.63
KOTA TASIKMALAYA,juni,2011,0.42
CILACAP,juni,2011,0.0
PURWOKERTO,juni,2011,0.31
KUDUS,juni,2011,0.0
KOTA SURAKARTA,juni,2011,0.62
KOTA SEMARANG,juni,2011,0.43
KOTA TEGAL,juni,2011,0.35
KOTA YOGYAKARTA,juni,2011,0.26
JEMBER,juni,2011,0.64
BANYUWANGI,juni,2011,0.0
SUMENEP,juni,2011,0.94
KOTA KEDIRI,juni,2011,0.81
KOTA MALANG,juni,2011,0.56
KOTA PROBOLINGGO,juni,2011,0.34
KOTA MADIUN,juni,2011,0.6
KOTA SURABAYA,juni,2011,0.49
KOTA TANGERANG,juni,2011,0.4
KOTA CILEGON,juni,2011,0.21
KOTA SERANG,juni,2011,0.24
SINGARAJA,juni,2011,0.0
KOTA DENPASAR,juni,2011,0.84
KOTA MATARAM,juni,2011,1.36
KOTA BIMA,juni,2011,1.2
MAUMERE,juni,2011,0.18
KOTA KUPANG,juni,2011,0.3
KOTA PONTIANAK,juni,2011,0.0
KOTA SINGKAWANG,juni,2011,0.8
SAMPIT,juni,2011,0.38
KOTA PALANGKA RAYA,juni,2011,1.13
TANJUNG,juni,2011,0.82
KOTA BANJARMASIN,juni,2011,0.0
KOTA BALIKPAPAN,juni,2011,0.49
KOTA SAMARINDA,juni,2011,1.39
KOTA TARAKAN,juni,2011,1.09
KOTA MANADO,juni,2011,0.56
KOTA PALU,juni,2011,0.07
BULUKUMBA,juni,2011,0.21
WATAMPONE,juni,2011,0.0
KOTA MAKASSAR,juni,2011,0.71
KOTA PARE-PARE,juni,2011,0.55
KOTA PALOPO,juni,2011,0.25
KOTA KENDARI,juni,2011,0.55
KOTA BAU-BAU,juni,2011,0.76
KOTA GORONTALO,juni,2011,0.0
MAMUJU,juni,2011,0.6
KOTA AMBON,juni,2011,0.29
KOTA TUAL,juni,2011,3.76
KOTA TERNATE,juni,2011,0.0
MANOKWARI,juni,2011,0.59
KOTA SORONG,juni,2011,1.09
MERAUKE,juni,2011,2.35
KOTA JAYAPURA,juni,2011,0.0
KOTA MEULABOH,juli,2011,0.0
KOTA BANDA ACEH,juli,2011,1.16
KOTA LHOKSEUMAWE,juli,2011,0.44
KOTA SIBOLGA,juli,2011,1.01
KOTA PEMATANG SIANTAR,juli,2011,0.78
KOTA MEDAN,juli,2011,0.95
KOTA PADANGSIDIMPUAN,juli,2011,0.9
KOTA PADANG,juli,2011,0.77
KOTA BUKITTINGGI,juli,2011,0.0
TEMBILAHAN,juli,2011,0.0
KOTA PEKANBARU,juli,2011,0.91
KOTA DUMAI,juli,2011,0.91
BUNGO,juli,2011,0.0
KOTA JAMBI,juli,2011,0.94
KOTA PALEMBANG,juli,2011,0.7
KOTA LUBUKLINGGAU,juli,2011,0.0
KOTA BENGKULU,juli,2011,0.93
KOTA BANDAR LAMPUNG,juli,2011,0.82
KOTA METRO,juli,2011,0.0
TANJUNG PANDAN,juli,2011,0.0
KOTA PANGKAL PINANG,juli,2011,0.1
KOTA BATAM,juli,2011,0.73
KOTA TANJUNG PINANG,juli,2011,0.25
DKI JAKARTA,juli,2011,0.61
KOTA BOGOR,juli,2011,0.56
KOTA SUKABUMI,juli,2011,0.84
KOTA BANDUNG,juli,2011,0.51
KOTA CIREBON,juli,2011,0.75
KOTA BEKASI,juli,2011,0.56
KOTA DEPOK,juli,2011,0.87
KOTA TASIKMALAYA,juli,2011,1.03
CILACAP,juli,2011,0.0
PURWOKERTO,juli,2011,0.72
KUDUS,juli,2011,0.0
KOTA SURAKARTA,juli,2011,0.71
KOTA SEMARANG,juli,2011,0.67
KOTA TEGAL,juli,2011,1.04
KOTA YOGYAKARTA,juli,2011,0.9
JEMBER,juli,2011,0.22
BANYUWANGI,juli,2011,0.0
SUMENEP,juli,2011,0.61
KOTA KEDIRI,juli,2011,0.91
KOTA MALANG,juli,2011,0.73
KOTA PROBOLINGGO,juli,2011,0.92
KOTA MADIUN,juli,2011,0.47
KOTA SURABAYA,juli,2011,0.54
KOTA TANGERANG,juli,2011,0.53
KOTA CILEGON,juli,2011,0.4
KOTA SERANG,juli,2011,1.24
SINGARAJA,juli,2011,0.0
KOTA DENPASAR,juli,2011,0.77
KOTA MATARAM,juli,2011,0.67
KOTA BIMA,juli,2011,0.76
MAUMERE,juli,2011,0.62
KOTA KUPANG,juli,2011,0.91
KOTA PONTIANAK,juli,2011,0.0
KOTA SINGKAWANG,juli,2011,0.62
SAMPIT,juli,2011,1.46
KOTA PALANGKA RAYA,juli,2011,0.57
TANJUNG,juli,2011,0.56
KOTA BANJARMASIN,juli,2011,0.0
KOTA BALIKPAPAN,juli,2011,0.03
KOTA SAMARINDA,juli,2011,1.79
KOTA TARAKAN,juli,2011,0.44
KOTA MANADO,juli,2011,0.4
KOTA PALU,juli,2011,0.08
BULUKUMBA,juli,2011,1.37
WATAMPONE,juli,2011,0.0
KOTA MAKASSAR,juli,2011,1.0
KOTA PARE-PARE,juli,2011,0.68
KOTA PALOPO,juli,2011,0.83
KOTA KENDARI,juli,2011,0.59
KOTA BAU-BAU,juli,2011,1.64
KOTA GORONTALO,juli,2011,0.0
MAMUJU,juli,2011,1.26
KOTA AMBON,juli,2011,1.01
KOTA TUAL,juli,2011,-1.2
KOTA TERNATE,juli,2011,0.0
MANOKWARI,juli,2011,0.81
KOTA SORONG,juli,2011,2.56
MERAUKE,juli,2011,0.17
KOTA JAYAPURA,juli,2011,0.0
KOTA MEULABOH,agustus,2011,0.0
KOTA BANDA ACEH,agustus,2011,1.89
KOTA LHOKSEUMAWE,agustus,2011,1.88
KOTA SIBOLGA,agustus,2011,0.79
KOTA PEMATANG SIANTAR,agustus,2011,0.68
KOTA MEDAN,agustus,2011,1.19
KOTA PADANGSIDIMPUAN,agustus,2011,1.12
KOTA PADANG,agustus,2011,1.13
KOTA BUKITTINGGI,agustus,2011,0.0
TEMBILAHAN,agustus,2011,0.0
KOTA PEKANBARU,agustus,2011,0.96
KOTA DUMAI,agustus,2011,0.83
BUNGO,agustus,2011,0.0
KOTA JAMBI,agustus,2011,1.02
KOTA PALEMBANG,agustus,2011,0.69
KOTA LUBUKLINGGAU,agustus,2011,0.0
KOTA BENGKULU,agustus,2011,1.69
KOTA BANDAR LAMPUNG,agustus,2011,0.71
KOTA METRO,agustus,2011,0.0
TANJUNG PANDAN,agustus,2011,0.0
KOTA PANGKAL PINANG,agustus,2011,3.05
KOTA BATAM,agustus,2011,0.53
KOTA TANJUNG PINANG,agustus,2011,1.46
DKI JAKARTA,agustus,2011,1.15
KOTA BOGOR,agustus,2011,0.21
KOTA SUKABUMI,agustus,2011,0.9
KOTA BANDUNG,agustus,2011,0.38
KOTA CIREBON,agustus,2011,1.05
KOTA BEKASI,agustus,2011,0.49
KOTA DEPOK,agustus,2011,0.8
KOTA TASIKMALAYA,agustus,2011,0.16
CILACAP,agustus,2011,0.0
PURWOKERTO,agustus,2011,0.45
KUDUS,agustus,2011,0.0
KOTA SURAKARTA,agustus,2011,0.64
KOTA SEMARANG,agustus,2011,0.57
KOTA TEGAL,agustus,2011,0.56
KOTA YOGYAKARTA,agustus,2011,0.63
JEMBER,agustus,2011,0.69
BANYUWANGI,agustus,2011,0.0
SUMENEP,agustus,2011,0.99
KOTA KEDIRI,agustus,2011,0.73
KOTA MALANG,agustus,2011,0.94
KOTA PROBOLINGGO,agustus,2011,0.73
KOTA MADIUN,agustus,2011,0.9
KOTA SURABAYA,agustus,2011,1.08
KOTA TANGERANG,agustus,2011,1.24
KOTA CILEGON,agustus,2011,0.6
KOTA SERANG,agustus,2011,0.69
SINGARAJA,agustus,2011,0.0
KOTA DENPASAR,agustus,2011,0.02
KOTA MATARAM,agustus,2011,2.66
KOTA BIMA,agustus,2011,0.81
MAUMERE,agustus,2011,1.17
KOTA KUPANG,agustus,2011,0.33
KOTA PONTIANAK,agustus,2011,0.0
KOTA SINGKAWANG,agustus,2011,1.78
SAMPIT,agustus,2011,1.5
